"","x","prob"
"1",0.0234317736080309,4.64834857367225e-11
"2",0.0262839995416762,5.47066831167767e-11
"3",0.0294834118604686,6.42430776674843e-11
"4",0.0330722717277367,7.53936652400058e-11
"5",0.0370979845348152,9.02814955322383e-11
"6",0.0416137260807265,1.06477753184141e-10
"7",0.0466791449734038,1.27892062101949e-10
"8",0.0523611505305034,1.50437384420637e-10
"9",0.0587347965872159,1.73371909864715e-10
"10",0.0658842728853319,1.98374611336318e-10
"11",0.0739040171388569,2.26127760221828e-10
"12",0.0828999624654953,2.56276993769813e-10
"13",0.0929909366613737,2.85684814312936e-10
"14",0.104310231802081,3.13850395149713e-10
"15",0.117007364902943,3.40380504418323e-10
"16",0.13125005289517,3.73693302632596e-10
"17",0.147226428005401,4.1770440636339e-10
"18",0.165147522801701,4.72721806729833e-10
"19",0.185250057731061,5.39119284797211e-10
"20",0.207799567969105,6.24870892166679e-10
"21",0.233093910884684,7.45347624804621e-10
"22",0.261467200449595,9.17617540209094e-10
"23",0.293294220563188,1.1638893821327e-09
"24",0.328995375587659,1.53451870578976e-09
"25",0.369042243485822,2.10734375630251e-09
"26",0.413963804913001,3.06474277175533e-09
"27",0.464353430543331,4.86028194596802e-09
"28",0.520876718926371,8.46284145574148e-09
"29",0.584280288404555,1.6583890895419e-08
"30",0.655401639224283,4.19281342521286e-08
"31",0.735180216109664,1.73959467303202e-07
"32",0.824669817424873,0.16974127626514
"33",0.925052514838251,0.369073834038634
"34",1.03765426735353,6.36939374385418e-07
"35",1.16396243595452,4.04095849370174e-07
"36",1.30564543021495,6.57543629016884e-07
"37",1.46457474638623,4.15172192858442e-06
"38",1.64284968806512,0.39986660987819
"39",1.84282509597766,5.49050159649742e-07
"40",2.06714245316305,1.54183761558385e-07
"41",2.31876477642714,9.02745518199198e-08
"42",2.60101575494811,5.04595263746898e-08
"43",2.91762365301778,1.1219953440229e-07
"44",3.27277055683141,7.17495215690571e-08
"45",3.67114761582902,5.5931413409031e-08
"46",4.11801700827308,8.29489973344005e-08
"47",4.61928144956844,3.33604493745793e-07
"48",5.18156216146257,0.0287654350624629
"49",5.81228633202443,0.023556392765853
"50",6.51978522166419,4.88417857849237e-07
"51",7.3134042110801,1.40391913556426e-07
"52",8.20362624476021,3.08153078822873e-08
"53",9.202210300609,5.4808170353097e-08
"54",10.3223467147496,2.37169831656762e-08
"55",11.5788314131933,3.47942998250944e-08
"56",12.9882613518087,2.27031661367311e-08
"57",14.5692537461656,2.21725579108537e-08
"58",16.342691987069,5.96794646512978e-08
"59",18.3320014900901,8.83162778789078e-07
"60",20.5634591228038,0.00675430760750351
"61",23.0665402969669,1.26648506253258e-07
"62",25.8743083103935,5.54113861433724e-08
"63",29.0238510813575,8.18608936078167e-08
"64",32.5567710443659,4.58907314128535e-08
"65",36.519734678355,3.31966992634269e-08
"66",40.9650889260484,1.01777911204398e-07
"67",45.951552646785,2.46693577768136e-07
"68",51.5449922362451,0.00207620315221813
"69",57.8192916582647,0.00015585279344408
"70",64.857328381024,1.03634590226853e-08
"71",72.7520681087885,6.02265497973147e-09
"72",81.6077927695583,5.84435432409785e-09
"73",91.5414779791621,1.33875395579426e-09
"74",102.684338176774,1.0084726402412e-09
"75",115.183559841609,3.40345702324967e-10
"76",129.204245684921,1.5657699549526e-10
"77",144.931595498223,8.91942248092e-11
"78",162.573352464625,6.71913938507118e-11
"79",182.362547246719,4.95638202035033e-11
"80",204.560576097784,4.48720353638277e-11
