"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.612
"2",2,0,0,0,0,0,0,0,0,0.644
"3",3,0,0,0,0,0,0,0,0,0.632
"4",4,0,0,0,0,0,0,0,0,0.662
"5",5,0,0,0,0,0,0,0,0,0.62
"6",6,0,0,0,0,0,0,0,0,0.642
"7",7,0,0,0,0,0,0,0,0,0.668
"8",8,0,0,0,0,0,0,0,0,0.652
"9",9,0,0,0,0,0,0,0,0,0.648
"10",10,0,0,0,0,0,0,0,0,0.66
"11",11,0,0,0,0,0,0,0,0,0.666
"12",12,0,0,0,0,0,0,0,0,0.682
"13",13,0,0,0,0,0,0,0,0,0.63
"14",14,0,0,0,0,0,0,0,0,0.672
"15",15,0,0,0,0,0,0,0,0,0.678
"16",16,0,0,0,0,0,0,0,0,0.694
"17",17,0,0,0,0,0,0,0,0,0.668
"18",18,0,0,0,0,0,0,0,0,0.624
"19",19,0,0,0,0,0,0,0,0,0.644
"20",20,0,0,0,0,0,0,0,0,0.666
"21",21,0,0,0,0,0,0,0,0,0.646
"22",22,0,0,0,0,0,0,0,0,0.6
"23",23,0,0,0,0,0,0,0,0,0.634
"24",24,0,0,0,0,0,0,0,0,0.666
"25",25,0,0,0,0,0,0,0,0,0.662
"26",26,0,0,0,0,0,0,0,0,0.636
"27",27,0,0,0,0,0,0,0,0,0.628
"28",28,0,0,0,0,0,0,0,0,0.67
"29",29,0,0,0,0,0,0,0,0,0.648
"30",30,0,0,0,0,0,0,0,0,0.632
"31",31,0,0,0,0,0,0,0,0,0.702
"32",32,0,0,0,0,0,0,0,0,0.634
"33",33,0,0,0,0,0,0,0,0,0.658
"34",34,0,0,0,0,0,0,0,0,0.612
"35",35,0,0,0,0,0,0,0,0,0.672
"36",36,0,0,0,0,0,0,0,0,0.64
"37",37,0,0,0,0,0,0,0,0,0.678
"38",38,0,0,0,0,0,0,0,0,0.642
"39",39,0,0,0,0,0,0,0,0,0.67
"40",40,0,0,0,0,0,0,0,0,0.654
"41",41,0,0,0,0,0,0,0,0,0.668
"42",42,0,0,0,0,0,0,0,0,0.65
"43",43,0,0,0,0,0,0,0,0,0.666
"44",44,0,0,0,0,0,0,0,0,0.662
"45",45,0,0,0,0,0,0,0,0,0.698
"46",46,0,0,0,0,0,0,0,0,0.654
"47",47,0,0,0,0,0,0,0,0,0.632
"48",48,0,0,0,0,0,0,0,0,0.638
"49",49,0,0,0,0,0,0,0,0,0.642
"50",50,0,0,0,0,0,0,0,0,0.632
