"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0.108333333333333,0,0,0,0
"2",2,0.076,0,0,0,0
"3",3,0.117241379310345,0,0,0,0
"4",4,0.0915750915750916,0,0,0,0
"5",5,0.124031007751938,0,0,0,0
"6",6,0.0941176470588235,0,0,0,0
"7",7,0.0926640926640927,0,0,0,0
"8",8,0.0932203389830508,0,0,0,0
"9",9,0.101167315175097,0,0,0,0
"10",10,0.1015625,0,0,0,0
"11",11,0.0766129032258065,0,0,0,0
"12",12,0.0823970037453183,0,0,0,0
"13",13,0.0925925925925926,0,0,0,0
"14",14,0.121428571428571,0,0,0,0
"15",15,0.0756972111553785,0,0,0,0
"16",16,0.08300395256917,0,0,0,0
"17",17,0.0680851063829787,0,0,0,0
"18",18,0.109848484848485,0,0,0,0
"19",19,0.0819672131147541,0,0,0,0
"20",20,0.0630630630630631,0,0,0,0
"21",21,0.0867768595041322,0,0,0,0
"22",22,0.0858369098712446,0,0,0,0
"23",23,0.115830115830116,0,0,0,0
"24",24,0.0826771653543307,0,0,0,0
"25",25,0.0909090909090909,0,0,0,0
"26",26,0.0706319702602231,0,0,0,0
"27",27,0.0748031496062992,0,0,0,0
"28",28,0.129032258064516,0,0,0,0
"29",29,0.116465863453815,0,0,0,0
"30",30,0.105084745762712,0,0,0,0
"31",31,0.0772357723577236,0,0,0,0
"32",32,0.0642570281124498,0,0,0,0
"33",33,0.0864197530864197,0,0,0,0
"34",34,0.120833333333333,0,0,0,0
"35",35,0.0783582089552239,0,0,0,0
"36",36,0.0691056910569106,0,0,0,0
"37",37,0.102661596958175,0,0,0,0
"38",38,0.118518518518519,0,0,0,0
"39",39,0.0782608695652174,0,0,0,0
"40",40,0.0669144981412639,0,0,0,0
"41",41,0.076,0,0,0,0
"42",42,0.0843881856540084,0,0,0,0
"43",43,0.0954198473282443,0,0,0,0
"44",44,0.0695652173913043,0,0,0,0
"45",45,0.0981132075471698,0,0,0,0
"46",46,0.1,0,0,0,0
"47",47,0.101818181818182,0,0,0,0
"48",48,0.0967741935483871,0,0,0,0
"49",49,0.0617760617760618,0,0,0,0
"50",50,0.0702479338842975,0,0,0,0
