"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.698
"2",2,0,0,0,0,0,0,0,0.698
"3",3,0,0,0,0,0,0,0,0.726
"4",4,0,0,0,0,0,0,0,0.694
"5",5,0,0,0,0,0,0,0,0.652
"6",6,0,0,0,0,0,0,0,0.712
"7",7,0,0,0,0,0,0,0,0.694
"8",8,0,0,0,0,0,0,0,0.704
"9",9,0,0,0,0,0,0,0,0.712
"10",10,0,0,0,0,0,0,0,0.716
"11",11,0,0,0,0,0,0,0,0.708
"12",12,0,0,0,0,0,0,0,0.674
"13",13,0,0,0,0,0,0,0,0.714
"14",14,0,0,0,0,0,0,0,0.684
"15",15,0,0,0,0,0,0,0,0.674
"16",16,0,0,0,0,0,0,0,0.75
"17",17,0,0,0,0,0,0,0,0.73
"18",18,0,0,0,0,0,0,0,0.692
"19",19,0,0,0,0,0,0,0,0.668
"20",20,0,0,0,0,0,0,0,0.724
"21",21,0,0,0,0,0,0,0,0.648
"22",22,0,0,0,0,0,0,0,0.722
"23",23,0,0,0,0,0,0,0,0.72
"24",24,0,0,0,0,0,0,0,0.682
"25",25,0,0,0,0,0,0,0,0.708
"26",26,0,0,0,0,0,0,0,0.7
"27",27,0,0,0,0,0,0,0,0.688
"28",28,0,0,0,0,0,0,0,0.712
"29",29,0,0,0,0,0,0,0,0.698
"30",30,0,0,0,0,0,0,0,0.672
"31",31,0,0,0,0,0,0,0,0.694
"32",32,0,0,0,0,0,0,0,0.714
"33",33,0,0,0,0,0,0,0,0.682
"34",34,0,0,0,0,0,0,0,0.728
"35",35,0,0,0,0,0,0,0,0.716
"36",36,0,0,0,0,0,0,0,0.632
"37",37,0,0,0,0,0,0,0,0.688
"38",38,0,0,0,0,0,0,0,0.726
"39",39,0,0,0,0,0,0,0,0.696
"40",40,0,0,0,0,0,0,0,0.68
"41",41,0,0,0,0,0,0,0,0.686
"42",42,0,0,0,0,0,0,0,0.724
"43",43,0,0,0,0,0,0,0,0.726
"44",44,0,0,0,0,0,0,0,0.778
"45",45,0,0,0,0,0,0,0,0.738
"46",46,0,0,0,0,0,0,0,0.69
"47",47,0,0,0,0,0,0,0,0.708
"48",48,0,0,0,0,0,0,0,0.736
"49",49,0,0,0,0,0,0,0,0.658
"50",50,0,0,0,0,0,0,0,0.73
