"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.74
"2",2,0,0,0,0,0,0,0,0,0.694
"3",3,0,0,0,0,0,0,0,0,0.736
"4",4,0,0,0,0,0,0,0,0,0.704
"5",5,0,0,0,0,0,0,0,0,0.696
"6",6,0,0,0,0,0,0,0,0,0.738
"7",7,0,0,0,0,0,0,0,0,0.734
"8",8,0,0,0,0,0,0,0,0,0.718
"9",9,0,0,0,0,0,0,0,0,0.698
"10",10,0,0,0,0,0,0,0,0,0.69
"11",11,0,0,0,0,0,0,0,0,0.684
"12",12,0,0,0,0,0,0,0,0,0.732
"13",13,0,0,0,0,0,0,0,0,0.722
"14",14,0,0,0,0,0,0,0,0,0.698
"15",15,0,0,0,0,0,0,0,0,0.7
"16",16,0,0,0,0,0,0,0,0,0.758
"17",17,0,0,0,0,0,0,0,0,0.71
"18",18,0,0,0,0,0,0,0,0,0.668
"19",19,0,0,0,0,0,0,0,0,0.74
"20",20,0,0,0,0,0,0,0,0,0.726
"21",21,0,0,0,0,0,0,0,0,0.73
"22",22,0,0,0,0,0,0,0,0,0.694
"23",23,0,0,0,0,0,0,0,0,0.738
"24",24,0,0,0,0,0,0,0,0,0.708
"25",25,0,0,0,0,0,0,0,0,0.72
"26",26,0,0,0,0,0,0,0,0,0.688
"27",27,0,0,0,0,0,0,0,0,0.686
"28",28,0,0,0,0,0,0,0,0,0.722
"29",29,0,0,0,0,0,0,0,0,0.71
"30",30,0,0,0,0,0,0,0,0,0.75
"31",31,0,0,0,0,0,0,0,0,0.752
"32",32,0,0,0,0,0,0,0,0,0.736
"33",33,0,0,0,0,0,0,0,0,0.732
"34",34,0,0,0,0,0,0,0,0,0.726
"35",35,0,0,0,0,0,0,0,0,0.708
"36",36,0,0,0,0,0,0,0,0,0.732
"37",37,0,0,0,0,0,0,0,0,0.69
"38",38,0,0,0,0,0,0,0,0,0.71
"39",39,0,0,0,0,0,0,0,0,0.732
"40",40,0,0,0,0,0,0,0,0,0.714
"41",41,0,0,0,0,0,0,0,0,0.75
"42",42,0,0,0,0,0,0,0,0,0.684
"43",43,0,0,0,0,0,0,0,0,0.674
"44",44,0,0,0,0,0,0,0,0,0.738
"45",45,0,0,0,0,0,0,0,0,0.69
"46",46,0,0,0,0,0,0,0,0,0.746
"47",47,0,0,0,0,0,0,0,0,0.71
"48",48,0,0,0,0,0,0,0,0,0.714
"49",49,0,0,0,0,0,0,0,0,0.67
"50",50,0,0,0,0,0,0,0,0,0.718
