"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.6562,0.0897593557243438
"2","2D_NPMLE",0.68092,0.0895324382907127
"3","Welch",0.63096,0.0936828540391183
"4","B_F",0.574,0.0416385381346734
"5","Pooled_t",0.65592,0.0878017142472377
