"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.0764331210191083,0.060126582278481,0,0,0
"2",2,0,0.0747126436781609,0.0879120879120879,0,0,0
"3",3,0,0.122159090909091,0.132596685082873,0,0,0
"4",4,0,0.063768115942029,0.106145251396648,0,0,0
"5",5,0,0.0785498489425982,0.0798816568047337,0,0,0
"6",6,0,0.0840840840840841,0.0825958702064897,0,0,0
"7",7,0,0.0979228486646884,0.108262108262108,0,0,0
"8",8,0,0.092896174863388,0.101876675603217,0,0,0
"9",9,0,0.116279069767442,0.0964912280701754,0,0,0
"10",10,0,0.116094986807388,0.127551020408163,0,0,0
"11",11,0,0.093841642228739,0.0974212034383954,0,0,0
"12",12,0,0.0710059171597633,0.0888252148997135,0,0,0
"13",13,0,0.0835913312693498,0.0895522388059701,0,0,0
"14",14,0,0.0857988165680473,0.0838150289017341,0,0,0
"15",15,0,0.0939226519337017,0.0821917808219178,0,0,0
"16",16,0,0.107344632768362,0.0989010989010989,0,0,0
"17",17,0,0.0974025974025974,0.0849056603773585,0,0,0
"18",18,0,0.106145251396648,0.0886426592797784,0,0,0
"19",19,0,0.100278551532033,0.122015915119363,0,0,0
"20",20,0,0.068870523415978,0.0771276595744681,0,0,0
"21",21,0,0.0730994152046784,0.0782608695652174,0,0,0
"22",22,0,0.114206128133705,0.0964187327823691,0,0,0
"23",23,0,0.100840336134454,0.121372031662269,0,0,0
"24",24,0,0.0744985673352436,0.0893854748603352,0,0,0
"25",25,0,0.0830945558739255,0.0702247191011236,0,0,0
"26",26,0,0.107142857142857,0.0901639344262295,0,0,0
"27",27,0,0.0833333333333333,0.0943396226415094,0,0,0
"28",28,0,0.0857988165680473,0.100278551532033,0,0,0
"29",29,0,0.105263157894737,0.093841642228739,0,0,0
"30",30,0,0.102040816326531,0.104956268221574,0,0,0
"31",31,0,0.0600600600600601,0.0773638968481375,0,0,0
"32",32,0,0.065015479876161,0.0818713450292398,0,0,0
"33",33,0,0.086053412462908,0.0977011494252874,0,0,0
"34",34,0,0.062874251497006,0.0716417910447761,0,0,0
"35",35,0,0.116531165311653,0.111405835543767,0,0,0
"36",36,0,0.101123595505618,0.0916666666666667,0,0,0
"37",37,0,0.0597014925373134,0.0621301775147929,0,0,0
"38",38,0,0.0451807228915663,0.064327485380117,0,0,0
"39",39,0,0.101492537313433,0.0886850152905199,0,0,0
"40",40,0,0.0830860534124629,0.0994318181818182,0,0,0
"41",41,0,0.0930930930930931,0.0994318181818182,0,0,0
"42",42,0,0.0845070422535211,0.102777777777778,0,0,0
"43",43,0,0.0959302325581395,0.0813953488372093,0,0,0
"44",44,0,0.109289617486339,0.100271002710027,0,0,0
"45",45,0,0.0901162790697674,0.0668604651162791,0,0,0
"46",46,0,0.0968660968660969,0.11436170212766,0,0,0
"47",47,0,0.0957746478873239,0.0845070422535211,0,0,0
"48",48,0,0.0813253012048193,0.106145251396648,0,0,0
"49",49,0,0.0819209039548023,0.0790960451977401,0,0,0
"50",50,0,0.0953846153846154,0.113372093023256,0,0,0
