"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.676
"2",2,0,0,0,0,0,0,0,0.708
"3",3,0,0,0,0,0,0,0,0.716
"4",4,0,0,0,0,0,0,0,0.68
"5",5,0,0,0,0,0,0,0,0.698
"6",6,0,0,0,0,0,0,0,0.672
"7",7,0,0,0,0,0,0,0,0.666
"8",8,0,0,0,0,0,0,0,0.666
"9",9,0,0,0,0,0,0,0,0.674
"10",10,0,0,0,0,0,0,0,0.706
"11",11,0,0,0,0,0,0,0,0.702
"12",12,0,0,0,0,0,0,0,0.672
"13",13,0,0,0,0,0,0,0,0.692
"14",14,0,0,0,0,0,0,0,0.724
"15",15,0,0,0,0,0,0,0,0.692
"16",16,0,0,0,0,0,0,0,0.686
"17",17,0,0,0,0,0,0,0,0.658
"18",18,0,0,0,0,0,0,0,0.66
"19",19,0,0,0,0,0,0,0,0.702
"20",20,0,0,0,0,0,0,0,0.684
"21",21,0,0,0,0,0,0,0,0.688
"22",22,0,0,0,0,0,0,0,0.684
"23",23,0,0,0,0,0,0,0,0.65
"24",24,0,0,0,0,0,0,0,0.696
"25",25,0,0,0,0,0,0,0,0.706
"26",26,0,0,0,0,0,0,0,0.728
"27",27,0,0,0,0,0,0,0,0.664
"28",28,0,0,0,0,0,0,0,0.654
"29",29,0,0,0,0,0,0,0,0.662
"30",30,0,0,0,0,0,0,0,0.654
"31",31,0,0,0,0,0,0,0,0.72
"32",32,0,0,0,0,0,0,0,0.682
"33",33,0,0,0,0,0,0,0,0.656
"34",34,0,0,0,0,0,0,0,0.7
"35",35,0,0,0,0,0,0,0,0.656
"36",36,0,0,0,0,0,0,0,0.708
"37",37,0,0,0,0,0,0,0,0.662
"38",38,0,0,0,0,0,0,0,0.668
"39",39,0,0,0,0,0,0,0,0.638
"40",40,0,0,0,0,0,0,0,0.656
"41",41,0,0,0,0,0,0,0,0.646
"42",42,0,0,0,0,0,0,0,0.674
"43",43,0,0,0,0,0,0,0,0.672
"44",44,0,0,0,0,0,0,0,0.716
"45",45,0,0,0,0,0,0,0,0.708
"46",46,0,0,0,0,0,0,0,0.704
"47",47,0,0,0,0,0,0,0,0.66
"48",48,0,0,0,0,0,0,0,0.652
"49",49,0,0,0,0,0,0,0,0.678
"50",50,0,0,0,0,0,0,0,0.664
