"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.644,0.676,0,0.63,0.578,0.644
"2",2,0,0.646,0.672,0,0.628,0.588,0.646
"3",3,0,0.664,0.688,0,0.648,0.598,0.664
"4",4,0,0.662,0.674,0,0.642,0.606,0.662
"5",5,0,0.676,0.712,0,0.676,0.63,0.676
"6",6,0,0.656,0.672,0,0.646,0.612,0.656
"7",7,0,0.654,0.662,0,0.636,0.592,0.654
"8",8,0,0.678,0.704,0,0.664,0.62,0.678
"9",9,0,0.658,0.666,0,0.656,0.618,0.658
"10",10,0,0.674,0.702,0,0.664,0.614,0.674
"11",11,0,0.614,0.662,0,0.614,0.576,0.614
"12",12,0,0.638,0.682,0,0.636,0.6,0.638
"13",13,0,0.64,0.672,0,0.62,0.58,0.64
"14",14,0,0.668,0.69,0,0.652,0.604,0.668
"15",15,0,0.622,0.644,0,0.598,0.56,0.622
"16",16,0,0.646,0.664,0,0.628,0.594,0.646
"17",17,0,0.666,0.722,0,0.664,0.636,0.668
"18",18,0,0.628,0.67,0,0.622,0.588,0.628
"19",19,0,0.69,0.72,0,0.688,0.646,0.69
"20",20,0,0.646,0.664,0,0.632,0.582,0.646
"21",21,0,0.65,0.678,0,0.63,0.584,0.65
"22",22,0,0.678,0.706,0,0.662,0.612,0.678
"23",23,0,0.654,0.692,0,0.65,0.62,0.654
"24",24,0,0.654,0.674,0,0.644,0.592,0.654
"25",25,0,0.64,0.668,0,0.64,0.588,0.64
"26",26,0,0.644,0.68,0,0.628,0.592,0.646
"27",27,0,0.654,0.67,0,0.644,0.598,0.654
"28",28,0,0.664,0.692,0,0.666,0.61,0.664
"29",29,0,0.668,0.696,0,0.672,0.624,0.668
"30",30,0,0.698,0.708,0,0.694,0.654,0.698
"31",31,0,0.638,0.66,0,0.626,0.556,0.638
"32",32,0,0.654,0.692,0,0.646,0.604,0.656
"33",33,0,0.614,0.65,0,0.6,0.568,0.614
"34",34,0,0.684,0.7,0,0.67,0.624,0.684
"35",35,0,0.652,0.69,0,0.65,0.592,0.652
"36",36,0,0.654,0.674,0,0.634,0.596,0.654
"37",37,0,0.612,0.63,0,0.598,0.538,0.614
"38",38,0,0.65,0.662,0,0.632,0.582,0.652
"39",39,0,0.644,0.692,0,0.636,0.616,0.644
"40",40,0,0.644,0.654,0,0.634,0.592,0.644
"41",41,0,0.66,0.696,0,0.638,0.602,0.66
"42",42,0,0.666,0.698,0,0.666,0.622,0.666
"43",43,0,0.664,0.698,0,0.648,0.602,0.664
"44",44,0,0.666,0.692,0,0.654,0.604,0.666
"45",45,0,0.66,0.674,0,0.646,0.608,0.66
"46",46,0,0.616,0.654,0,0.596,0.546,0.616
"47",47,0,0.662,0.694,0,0.656,0.608,0.662
"48",48,0,0.598,0.622,0,0.588,0.55,0.598
"49",49,0,0.638,0.674,0,0.614,0.578,0.638
"50",50,0,0.67,0.712,0,0.662,0.624,0.67
