"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0795454545454545
"2",2,0,0,0,0,0,0,0,0,0.0755813953488372
"3",3,0,0,0,0,0,0,0,0,0.103174603174603
"4",4,0,0,0,0,0,0,0,0,0.0874035989717224
"5",5,0,0,0,0,0,0,0,0,0.102631578947368
"6",6,0,0,0,0,0,0,0,0,0.0634920634920635
"7",7,0,0,0,0,0,0,0,0,0.0885416666666667
"8",8,0,0,0,0,0,0,0,0,0.0833333333333333
"9",9,0,0,0,0,0,0,0,0,0.123989218328841
"10",10,0,0,0,0,0,0,0,0,0.0921052631578947
"11",11,0,0,0,0,0,0,0,0,0.10831234256927
"12",12,0,0,0,0,0,0,0,0,0.0966850828729282
"13",13,0,0,0,0,0,0,0,0,0.112903225806452
"14",14,0,0,0,0,0,0,0,0,0.100278551532033
"15",15,0,0,0,0,0,0,0,0,0.133663366336634
"16",16,0,0,0,0,0,0,0,0,0.0969387755102041
"17",17,0,0,0,0,0,0,0,0,0.0694444444444444
"18",18,0,0,0,0,0,0,0,0,0.0868421052631579
"19",19,0,0,0,0,0,0,0,0,0.078167115902965
"20",20,0,0,0,0,0,0,0,0,0.0731707317073171
"21",21,0,0,0,0,0,0,0,0,0.101781170483461
"22",22,0,0,0,0,0,0,0,0,0.101010101010101
"23",23,0,0,0,0,0,0,0,0,0.113110539845758
"24",24,0,0,0,0,0,0,0,0,0.101234567901235
"25",25,0,0,0,0,0,0,0,0,0.0868347338935574
"26",26,0,0,0,0,0,0,0,0,0.108753315649867
"27",27,0,0,0,0,0,0,0,0,0.0842105263157895
"28",28,0,0,0,0,0,0,0,0,0.103448275862069
"29",29,0,0,0,0,0,0,0,0,0.0887096774193548
"30",30,0,0,0,0,0,0,0,0,0.104712041884817
"31",31,0,0,0,0,0,0,0,0,0.102094240837696
"32",32,0,0,0,0,0,0,0,0,0.0984455958549223
"33",33,0,0,0,0,0,0,0,0,0.106951871657754
"34",34,0,0,0,0,0,0,0,0,0.112531969309463
"35",35,0,0,0,0,0,0,0,0,0.103448275862069
"36",36,0,0,0,0,0,0,0,0,0.0918918918918919
"37",37,0,0,0,0,0,0,0,0,0.0904109589041096
"38",38,0,0,0,0,0,0,0,0,0.109375
"39",39,0,0,0,0,0,0,0,0,0.0997304582210243
"40",40,0,0,0,0,0,0,0,0,0.0886075949367089
"41",41,0,0,0,0,0,0,0,0,0.128395061728395
"42",42,0,0,0,0,0,0,0,0,0.0930232558139535
"43",43,0,0,0,0,0,0,0,0,0.0904255319148936
"44",44,0,0,0,0,0,0,0,0,0.0641399416909621
"45",45,0,0,0,0,0,0,0,0,0.0725388601036269
"46",46,0,0,0,0,0,0,0,0,0.0895140664961637
"47",47,0,0,0,0,0,0,0,0,0.0833333333333333
"48",48,0,0,0,0,0,0,0,0,0.106870229007634
"49",49,0,0,0,0,0,0,0,0,0.112745098039216
"50",50,0,0,0,0,0,0,0,0,0.0763157894736842
