"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.696
"2",2,0,0,0,0,0,0,0,0,0.682
"3",3,0,0,0,0,0,0,0,0,0.648
"4",4,0,0,0,0,0,0,0,0,0.674
"5",5,0,0,0,0,0,0,0,0,0.66
"6",6,0,0,0,0,0,0,0,0,0.648
"7",7,0,0,0,0,0,0,0,0,0.698
"8",8,0,0,0,0,0,0,0,0,0.69
"9",9,0,0,0,0,0,0,0,0,0.66
"10",10,0,0,0,0,0,0,0,0,0.662
"11",11,0,0,0,0,0,0,0,0,0.684
"12",12,0,0,0,0,0,0,0,0,0.664
"13",13,0,0,0,0,0,0,0,0,0.662
"14",14,0,0,0,0,0,0,0,0,0.68
"15",15,0,0,0,0,0,0,0,0,0.67
"16",16,0,0,0,0,0,0,0,0,0.66
"17",17,0,0,0,0,0,0,0,0,0.622
"18",18,0,0,0,0,0,0,0,0,0.662
"19",19,0,0,0,0,0,0,0,0,0.678
"20",20,0,0,0,0,0,0,0,0,0.674
"21",21,0,0,0,0,0,0,0,0,0.636
"22",22,0,0,0,0,0,0,0,0,0.688
"23",23,0,0,0,0,0,0,0,0,0.64
"24",24,0,0,0,0,0,0,0,0,0.688
"25",25,0,0,0,0,0,0,0,0,0.7
"26",26,0,0,0,0,0,0,0,0,0.686
"27",27,0,0,0,0,0,0,0,0,0.676
"28",28,0,0,0,0,0,0,0,0,0.684
"29",29,0,0,0,0,0,0,0,0,0.684
"30",30,0,0,0,0,0,0,0,0,0.658
"31",31,0,0,0,0,0,0,0,0,0.674
"32",32,0,0,0,0,0,0,0,0,0.65
"33",33,0,0,0,0,0,0,0,0,0.64
"34",34,0,0,0,0,0,0,0,0,0.668
"35",35,0,0,0,0,0,0,0,0,0.664
"36",36,0,0,0,0,0,0,0,0,0.664
"37",37,0,0,0,0,0,0,0,0,0.642
"38",38,0,0,0,0,0,0,0,0,0.714
"39",39,0,0,0,0,0,0,0,0,0.704
"40",40,0,0,0,0,0,0,0,0,0.674
"41",41,0,0,0,0,0,0,0,0,0.684
"42",42,0,0,0,0,0,0,0,0,0.628
"43",43,0,0,0,0,0,0,0,0,0.65
"44",44,0,0,0,0,0,0,0,0,0.692
"45",45,0,0,0,0,0,0,0,0,0.682
"46",46,0,0,0,0,0,0,0,0,0.668
"47",47,0,0,0,0,0,0,0,0,0.684
"48",48,0,0,0,0,0,0,0,0,0.654
"49",49,0,0,0,0,0,0,0,0,0.656
"50",50,0,0,0,0,0,0,0,0,0.654
