"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.110795454545455
"2",2,0,0,0,0,0,0,0,0.108108108108108
"3",3,0,0,0,0,0,0,0,0.119444444444444
"4",4,0,0,0,0,0,0,0,0.109859154929577
"5",5,0,0,0,0,0,0,0,0.134715025906736
"6",6,0,0,0,0,0,0,0,0.10655737704918
"7",7,0,0,0,0,0,0,0,0.102362204724409
"8",8,0,0,0,0,0,0,0,0.117647058823529
"9",9,0,0,0,0,0,0,0,0.0916905444126074
"10",10,0,0,0,0,0,0,0,0.155080213903743
"11",11,0,0,0,0,0,0,0,0.120879120879121
"12",12,0,0,0,0,0,0,0,0.117647058823529
"13",13,0,0,0,0,0,0,0,0.0932944606413994
"14",14,0,0,0,0,0,0,0,0.10989010989011
"15",15,0,0,0,0,0,0,0,0.143250688705234
"16",16,0,0,0,0,0,0,0,0.131720430107527
"17",17,0,0,0,0,0,0,0,0.136729222520107
"18",18,0,0,0,0,0,0,0,0.124675324675325
"19",19,0,0,0,0,0,0,0,0.129577464788732
"20",20,0,0,0,0,0,0,0,0.113259668508287
"21",21,0,0,0,0,0,0,0,0.120320855614973
"22",22,0,0,0,0,0,0,0,0.105691056910569
"23",23,0,0,0,0,0,0,0,0.127478753541076
"24",24,0,0,0,0,0,0,0,0.142857142857143
"25",25,0,0,0,0,0,0,0,0.0890804597701149
"26",26,0,0,0,0,0,0,0,0.114206128133705
"27",27,0,0,0,0,0,0,0,0.163978494623656
"28",28,0,0,0,0,0,0,0,0.130548302872063
"29",29,0,0,0,0,0,0,0,0.142487046632124
"30",30,0,0,0,0,0,0,0,0.154639175257732
"31",31,0,0,0,0,0,0,0,0.120734908136483
"32",32,0,0,0,0,0,0,0,0.134210526315789
"33",33,0,0,0,0,0,0,0,0.108108108108108
"34",34,0,0,0,0,0,0,0,0.122562674094708
"35",35,0,0,0,0,0,0,0,0.134615384615385
"36",36,0,0,0,0,0,0,0,0.146981627296588
"37",37,0,0,0,0,0,0,0,0.152588555858311
"38",38,0,0,0,0,0,0,0,0.121883656509695
"39",39,0,0,0,0,0,0,0,0.107954545454545
"40",40,0,0,0,0,0,0,0,0.101298701298701
"41",41,0,0,0,0,0,0,0,0.113573407202216
"42",42,0,0,0,0,0,0,0,0.126801152737752
"43",43,0,0,0,0,0,0,0,0.127717391304348
"44",44,0,0,0,0,0,0,0,0.110481586402266
"45",45,0,0,0,0,0,0,0,0.140056022408964
"46",46,0,0,0,0,0,0,0,0.104347826086957
"47",47,0,0,0,0,0,0,0,0.126344086021505
"48",48,0,0,0,0,0,0,0,0.0853994490358127
"49",49,0,0,0,0,0,0,0,0.105121293800539
"50",50,0,0,0,0,0,0,0,0.143243243243243
