"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.012987012987013
"2",2,0,0,0,0,0,0.00970873786407767
"3",3,0,0,0,0,0,0.014218009478673
"4",4,0,0,0,0,0,0.0207253886010363
"5",5,0,0,0,0,0,0.02
"6",6,0,0,0,0,0,0.00909090909090909
"7",7,0,0,0,0,0,0.0102564102564103
"8",8,0,0,0,0,0,0.00980392156862745
"9",9,0,0,0,0,0,0.0204081632653061
"10",10,0,0,0,0,0,0.0176470588235294
"11",11,0,0,0,0,0,0.023696682464455
"12",12,0,0,0,0,0,0.0358744394618834
"13",13,0,0,0,0,0,0.0168539325842697
"14",14,0,0,0,0,0,0.0259067357512953
"15",15,0,0,0,0,0,0.0143540669856459
"16",16,0,0,0,0,0,0.0207253886010363
"17",17,0,0,0,0,0,0.0163934426229508
"18",18,0,0,0,0,0,0.019047619047619
"19",19,0,0,0,0,0,0
"20",20,0,0,0,0,0,0.00966183574879227
"21",21,0,0,0,0,0,0.0106382978723404
"22",22,0,0,0,0,0,0.0265486725663717
"23",23,0,0,0,0,0,0.00510204081632653
"24",24,0,0,0,0,0,0.018957345971564
"25",25,0,0,0,0,0,0.0145631067961165
"26",26,0,0,0,0,0,0.0108695652173913
"27",27,0,0,0,0,0,0.0176991150442478
"28",28,0,0,0,0,0,0.0306122448979592
"29",29,0,0,0,0,0,0.00537634408602151
"30",30,0,0,0,0,0,0.0443349753694581
"31",31,0,0,0,0,0,0.00966183574879227
"32",32,0,0,0,0,0,0.0229357798165138
"33",33,0,0,0,0,0,0.0110497237569061
"34",34,0,0,0,0,0,0.0191387559808612
"35",35,0,0,0,0,0,0.0101522842639594
"36",36,0,0,0,0,0,0.00947867298578199
"37",37,0,0,0,0,0,0.00943396226415094
"38",38,0,0,0,0,0,0.0218579234972678
"39",39,0,0,0,0,0,0
"40",40,0,0,0,0,0,0.0144927536231884
"41",41,0,0,0,0,0,0.00985221674876847
"42",42,0,0,0,0,0,0.010752688172043
"43",43,0,0,0,0,0,0
"44",44,0,0,0,0,0,0.0160427807486631
"45",45,0,0,0,0,0,0.0163934426229508
"46",46,0,0,0,0,0,0.0277777777777778
"47",47,0,0,0,0,0,0.0131578947368421
"48",48,0,0,0,0,0,0.00529100529100529
"49",49,0,0,0,0,0,0.00497512437810945
"50",50,0,0,0,0,0,0.0145631067961165
