"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.0122699386503067
"2",2,0,0,0,0,0,0.0132450331125828
"3",3,0,0,0,0,0,0
"4",4,0,0,0,0,0,0.024390243902439
"5",5,0,0,0,0,0,0
"6",6,0,0,0,0,0,0.0189873417721519
"7",7,0,0,0,0,0,0.0230769230769231
"8",8,0,0,0,0,0,0.0442477876106195
"9",9,0,0,0,0,0,0.0087719298245614
"10",10,0,0,0,0,0,0
"11",11,0,0,0,0,0,0.00763358778625954
"12",12,0,0,0,0,0,0.0152671755725191
"13",13,0,0,0,0,0,0.0155038759689922
"14",14,0,0,0,0,0,0.0248447204968944
"15",15,0,0,0,0,0,0.0108695652173913
"16",16,0,0,0,0,0,0.00869565217391304
"17",17,0,0,0,0,0,0.0238095238095238
"18",18,0,0,0,0,0,0.0254237288135593
"19",19,0,0,0,0,0,0
"20",20,0,0,0,0,0,0.0168067226890756
"21",21,0,0,0,0,0,0.00961538461538462
"22",22,0,0,0,0,0,0.021978021978022
"23",23,0,0,0,0,0,0.0336134453781513
"24",24,0,0,0,0,0,0.00833333333333333
"25",25,0,0,0,0,0,0
"26",26,0,0,0,0,0,0.010752688172043
"27",27,0,0,0,0,0,0.00694444444444444
"28",28,0,0,0,0,0,0
"29",29,0,0,0,0,0,0.0202702702702703
"30",30,0,0,0,0,0,0.00980392156862745
"31",31,0,0,0,0,0,0.0087719298245614
"32",32,0,0,0,0,0,0.0166666666666667
"33",33,0,0,0,0,0,0.00641025641025641
"34",34,0,0,0,0,0,0.0300751879699248
"35",35,0,0,0,0,0,0.0454545454545455
"36",36,0,0,0,0,0,0.0333333333333333
"37",37,0,0,0,0,0,0.00892857142857143
"38",38,0,0,0,0,0,0
"39",39,0,0,0,0,0,0
"40",40,0,0,0,0,0,0.00840336134453781
"41",41,0,0,0,0,0,0.0128205128205128
"42",42,0,0,0,0,0,0.0204081632653061
"43",43,0,0,0,0,0,0.00934579439252336
"44",44,0,0,0,0,0,0
"45",45,0,0,0,0,0,0.0136986301369863
"46",46,0,0,0,0,0,0.0208333333333333
"47",47,0,0,0,0,0,0.0173913043478261
"48",48,0,0,0,0,0,0.0413223140495868
"49",49,0,0,0,0,0,0.0434782608695652
"50",50,0,0,0,0,0,0
