"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0,0.0733333333333333,0.130281690140845,0.0733333333333333,0.06
"2",2,0,0.0633802816901408,0.116788321167883,0.0638297872340425,0.0434782608695652
"3",3,0,0.0900900900900901,0.0647773279352227,0.0900900900900901,0.0857142857142857
"4",4,0,0.120481927710843,0.0659722222222222,0.119760479041916,0
"5",5,0,0.112676056338028,0.08,0.106382978723404,0.0645161290322581
"6",6,0,0.0909090909090909,0.1,0.0914634146341463,0.0655737704918033
"7",7,0,0.0636363636363636,0.052,0.0555555555555556,0
"8",8,0,0.10655737704918,0.0756972111553785,0.107438016528926,0.0625
"9",9,0,0.0769230769230769,0.0632911392405063,0.0769230769230769,0
"10",10,0,0.113207547169811,0.109433962264151,0.101910828025478,0
"11",11,0,0.113821138211382,0.0968992248062016,0.102564102564103,0.0769230769230769
"12",12,0,0.0608695652173913,0.0817120622568093,0.0608695652173913,0.0212765957446809
"13",13,0,0.121739130434783,0.0836820083682008,0.121739130434783,0.0769230769230769
"14",14,0,0.0916666666666667,0.0658914728682171,0.0916666666666667,0.0727272727272727
"15",15,0,0.0792079207920792,0.097165991902834,0.0792079207920792,0
"16",16,0,0.123188405797101,0.0882352941176471,0.118518518518519,0.0816326530612245
"17",17,0,0.09,0.131782945736434,0.0967741935483871,0
"18",18,0,0.083969465648855,0.100719424460432,0.078125,0
"19",19,0,0.144654088050314,0.107913669064748,0.139240506329114,0.0625
"20",20,0,0.0909090909090909,0.0905511811023622,0.0916030534351145,0
"21",21,0,0.0373831775700935,0.0630252100840336,0.0373831775700935,0
"22",22,0,0.0982142857142857,0.0694980694980695,0.106194690265487,0
"23",23,0,0.0901639344262295,0.0993377483443709,0.0916666666666667,0.0731707317073171
"24",24,0,0.0592592592592593,0.1,0.0592592592592593,0
"25",25,0,0.125,0.0846774193548387,0.13013698630137,0.142857142857143
"26",26,0,0.082089552238806,0.0848056537102474,0.0846153846153846,0
"27",27,0,0.0916030534351145,0.0935251798561151,0.0923076923076923,0.027027027027027
"28",28,0,0.0840336134453782,0.0948616600790514,0.076271186440678,0.0697674418604651
"29",29,0,0.101351351351351,0.0992647058823529,0.106382978723404,0.0769230769230769
"30",30,0,0.0952380952380952,0.101694915254237,0.096,0.0487804878048781
"31",31,0,0.109375,0.0745098039215686,0.112,0.032258064516129
"32",32,0,0.120567375886525,0.0855018587360595,0.121428571428571,0
"33",33,0,0.0689655172413793,0.0962962962962963,0.0701754385964912,0.04
"34",34,0,0.157534246575342,0.0703125,0.158620689655172,0.0925925925925926
"35",35,0,0.13013698630137,0.115384615384615,0.13013698630137,0
"36",36,0,0.0588235294117647,0.118055555555556,0.0597014925373134,0.0652173913043478
"37",37,0,0.0993377483443709,0.0373134328358209,0.0884353741496599,0
"38",38,0,0.0695652173913043,0.075812274368231,0.0695652173913043,0.075
"39",39,0,0.0666666666666667,0.101167315175097,0.0666666666666667,0.0625
"40",40,0,0.0808823529411765,0.0804597701149425,0.0827067669172932,0.1
"41",41,0,0.110294117647059,0.0830449826989619,0.111111111111111,0.0967741935483871
"42",42,0,0.0636363636363636,0.10989010989011,0.0642201834862385,0
"43",43,0,0.08,0.096085409252669,0.0774647887323944,0.0833333333333333
"44",44,0,0.096,0.0959409594095941,0.096,0
"45",45,0,0.116279069767442,0.115254237288136,0.116279069767442,0.037037037037037
"46",46,0,0.0860215053763441,0.116541353383459,0.0869565217391304,0.0666666666666667
"47",47,0,0.136986301369863,0.072289156626506,0.137931034482759,0.0652173913043478
"48",48,0,0.0845070422535211,0.0866141732283465,0.0851063829787234,0.0689655172413793
"49",49,0,0.105960264900662,0.114695340501792,0.100671140939597,0.0952380952380952
"50",50,0,0.062992125984252,0.0827067669172932,0.062992125984252,0
