"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.0858725761772853,0.101063829787234,0,0,0
"2",2,0,0.0681818181818182,0.0792349726775956,0,0,0
"3",3,0,0.0835654596100279,0.0904109589041096,0,0,0
"4",4,0,0.117808219178082,0.0991501416430595,0,0,0
"5",5,0,0.0869565217391304,0.101123595505618,0,0,0
"6",6,0,0.0632183908045977,0.0821529745042493,0,0,0
"7",7,0,0.0975609756097561,0.111979166666667,0,0,0
"8",8,0,0.0846994535519126,0.0831099195710456,0,0,0
"9",9,0,0.0885714285714286,0.0655270655270655,0,0,0
"10",10,0,0.095360824742268,0.11,0,0,0
"11",11,0,0.0790960451977401,0.0777777777777778,0,0,0
"12",12,0,0.0793650793650794,0.0723860589812333,0,0,0
"13",13,0,0.0911602209944751,0.0970350404312668,0,0,0
"14",14,0,0.0991957104557641,0,0,0,0
"15",15,0,0.11734693877551,0.1125,0,0,0
"16",16,0,0.0583090379008746,0.0463768115942029,0,0,0
"17",17,0,0.0970350404312668,0.0848806366047745,0,0,0
"18",18,0,0.0842696629213483,0.0945945945945946,0,0,0
"19",19,0,0.0901639344262295,0.0962566844919786,0,0,0
"20",20,0,0.0752688172043011,0.0815789473684211,0,0,0
"21",21,0,0.100890207715134,0,0,0,0
"22",22,0,0.105978260869565,0.118279569892473,0,0,0
"23",23,0,0.0923482849604222,0.0963541666666667,0,0,0
"24",24,0,0.0726256983240224,0.0743801652892562,0,0,0
"25",25,0,0.133676092544987,0.142857142857143,0,0,0
"26",26,0,0.112600536193029,0.0918635170603675,0,0,0
"27",27,0,0.100529100529101,0.103896103896104,0,0,0
"28",28,0,0.0583333333333333,0.0625,0,0,0
"29",29,0,0.0909090909090909,0.0873015873015873,0,0,0
"30",30,0,0.0985507246376812,0.103151862464183,0,0,0
"31",31,0,0.105740181268882,0.112094395280236,0,0,0
"32",32,0,0.105691056910569,0.104712041884817,0,0,0
"33",33,0,0.0981432360742706,0.0971128608923885,0,0,0
"34",34,0,0.0896739130434783,0.0857908847184987,0,0,0
"35",35,0,0.0816901408450704,0.0893854748603352,0,0,0
"36",36,0,0.104790419161677,0.0976331360946746,0,0,0
"37",37,0,0.11968085106383,0.127551020408163,0,0,0
"38",38,0,0.0914127423822715,0.0906593406593407,0,0,0
"39",39,0,0.0835734870317003,0.0878186968838527,0,0,0
"40",40,0,0.0906515580736544,0.0833333333333333,0,0,0
"41",41,0,0.0956521739130435,0.130081300813008,0,0,0
"42",42,0,0.0698924731182796,0.0789473684210526,0,0,0
"43",43,0,0.0848806366047745,0.074468085106383,0,0,0
"44",44,0,0.0982658959537572,0.092436974789916,0,0,0
"45",45,0,0.0911602209944751,0.0930851063829787,0,0,0
"46",46,0,0.108938547486034,0.112637362637363,0,0,0
"47",47,0,0.0697050938337802,0.064343163538874,0,0,0
"48",48,0,0.107416879795396,0.123456790123457,0,0,0
"49",49,0,0.105978260869565,0.0953678474114441,0,0,0
"50",50,0,0.122994652406417,0.117021276595745,0,0,0
