"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","t_test"
"1",1,0,0.0836012861736334,0.0694864048338369,0,0.174089068825911,0,0.0865384615384615
"2",2,0,0.0666666666666667,0.0836120401337793,0,0.231155778894472,0,0.0666666666666667
"3",3,0,0.10752688172043,0.109324758842444,0,0.214634146341463,0,0.113475177304965
"4",4,0,0.0823970037453183,0.100977198697068,0,0.220588235294118,0,0.0817843866171004
"5",5,0,0.0677966101694915,0.109467455621302,0,0.190954773869347,0,0.0680272108843537
"6",6,0,0.0962199312714777,0.060702875399361,0,0.176165803108808,0,0.0983050847457627
"7",7,0,0.0802675585284281,0.0996978851963746,0,0.227906976744186,0,0.08
"8",8,0,0.0880281690140845,0.105421686746988,0,0.205882352941176,0,0.088339222614841
"9",9,0,0.0489795918367347,0.0535714285714286,0,0.150537634408602,0,0.051792828685259
"10",10,0,0.116883116883117,0.132183908045977,0,0.204761904761905,0,0.116883116883117
"11",11,0,0.0962199312714777,0.0709677419354839,0,0.166666666666667,0,0.10738255033557
"12",12,0,0.072463768115942,0.0732484076433121,0,0.115853658536585,0,0.0719424460431655
"13",13,0,0.0719178082191781,0.0802469135802469,0,0.226086956521739,0,0.0696864111498258
"14",14,0,0.0774410774410774,0.0946745562130177,0,0.206896551724138,0,0.0771812080536913
"15",15,0,0.0945454545454545,0.112582781456954,0,0.187845303867403,0,0.0942028985507246
"16",16,0,0.0649819494584837,0.1,0,0.157142857142857,0,0.0673758865248227
"17",17,0,0.0736842105263158,0.0664556962025316,0,0.176190476190476,0,0.0758620689655172
"18",18,0,0.100694444444444,0.105105105105105,0,0.211009174311927,0,0.0996563573883162
"19",19,0,0.0905797101449275,0.0612903225806452,0,0.190243902439024,0,0.0928571428571429
"20",20,0,0.104234527687296,0.103030303030303,0,0.225806451612903,0,0.106796116504854
"21",21,0,0.0993589743589744,0.0903614457831325,0,0.179039301310044,0,0.0964630225080386
"22",22,0,0.0821917808219178,0.0759493670886076,0,0.204761904761905,0,0.0824742268041237
"23",23,0,0.083623693379791,0.0894568690095847,0,0.20353982300885,0,0.0868055555555556
"24",24,0,0.0979020979020979,0.116071428571429,0,0.207729468599034,0,0.0996563573883162
"25",25,0,0.09375,0.0727848101265823,0,0.205741626794258,0,0.0962199312714777
"26",26,0,0.114864864864865,0.117647058823529,0,0.217592592592593,0,0.117845117845118
"27",27,0,0.078125,0.0903225806451613,0,0.190751445086705,0,0.078125
"28",28,0,0.0842490842490843,0.0802675585284281,0,0.234146341463415,0,0.083941605839416
"29",29,0,0.116197183098592,0.0716612377850163,0,0.247663551401869,0,0.110320284697509
"30",30,0,0.0952380952380952,0.0950920245398773,0,0.159420289855072,0,0.0955631399317406
"31",31,0,0.0779661016949153,0.077639751552795,0,0.197969543147208,0,0.0810810810810811
"32",32,0,0.0938628158844765,0.107361963190184,0,0.197115384615385,0,0.0909090909090909
"33",33,0,0.0735294117647059,0.0806451612903226,0,0.207547169811321,0,0.0763636363636364
"34",34,0,0.0671378091872792,0.0548387096774194,0,0.164948453608247,0,0.0824742268041237
"35",35,0,0.079136690647482,0.0838709677419355,0,0.164948453608247,0,0.0848056537102474
"36",36,0,0.102310231023102,0.079646017699115,0,0.218085106382979,0,0.101973684210526
"37",37,0,0.102649006622517,0.0748502994011976,0,0.180904522613065,0.2,0.105610561056106
"38",38,0,0.111510791366906,0.0909090909090909,0,0.213953488372093,0,0.115789473684211
"39",39,0,0.1,0.107491856677524,0,0.206185567010309,0,0.10801393728223
"40",40,0,0.0855018587360595,0.0984615384615385,0,0.246376811594203,0,0.0845588235294118
"41",41,0,0.0915492957746479,0.0984615384615385,0,0.162679425837321,0,0.103092783505155
"42",42,0,0.0882352941176471,0.0779661016949153,0,0.160427807486631,0,0.0858208955223881
"43",43,0,0.0716723549488055,0.0592105263157895,0,0.223744292237443,0,0.0714285714285714
"44",44,0,0.10472972972973,0.0895061728395062,0,0.19811320754717,0,0.10738255033557
"45",45,0,0.0934256055363322,0.0778816199376947,0,0.217391304347826,0,0.0880281690140845
"46",46,0,0.0947368421052632,0.100977198697068,0,0.231884057971014,0,0.0947368421052632
"47",47,0,0.0592592592592593,0.0666666666666667,0,0.193236714975845,0,0.0590405904059041
"48",48,0,0.0947712418300654,0.0698412698412698,0,0.190243902439024,0.25,0.0947712418300654
"49",49,0,0.0996784565916399,0.115044247787611,0,0.188118811881188,0,0.100323624595469
"50",50,0,0.107142857142857,0.0970873786407767,0,0.228426395939086,0,0.108771929824561
