"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.57
"2",2,0,0,0,0,0,0,0,0,0.562
"3",3,0,0,0,0,0,0,0,0,0.608
"4",4,0,0,0,0,0,0,0,0,0.544
"5",5,0,0,0,0,0,0,0,0,0.562
"6",6,0,0,0,0,0,0,0,0,0.59
"7",7,0,0,0,0,0,0,0,0,0.582
"8",8,0,0,0,0,0,0,0,0,0.62
"9",9,0,0,0,0,0,0,0,0,0.594
"10",10,0,0,0,0,0,0,0,0,0.576
"11",11,0,0,0,0,0,0,0,0,0.586
"12",12,0,0,0,0,0,0,0,0,0.622
"13",13,0,0,0,0,0,0,0,0,0.568
"14",14,0,0,0,0,0,0,0,0,0.588
"15",15,0,0,0,0,0,0,0,0,0.604
"16",16,0,0,0,0,0,0,0,0,0.56
"17",17,0,0,0,0,0,0,0,0,0.582
"18",18,0,0,0,0,0,0,0,0,0.622
"19",19,0,0,0,0,0,0,0,0,0.594
"20",20,0,0,0,0,0,0,0,0,0.568
"21",21,0,0,0,0,0,0,0,0,0.604
"22",22,0,0,0,0,0,0,0,0,0.548
"23",23,0,0,0,0,0,0,0,0,0.582
"24",24,0,0,0,0,0,0,0,0,0.562
"25",25,0,0,0,0,0,0,0,0,0.592
"26",26,0,0,0,0,0,0,0,0,0.55
"27",27,0,0,0,0,0,0,0,0,0.596
"28",28,0,0,0,0,0,0,0,0,0.556
"29",29,0,0,0,0,0,0,0,0,0.542
"30",30,0,0,0,0,0,0,0,0,0.6
"31",31,0,0,0,0,0,0,0,0,0.6
"32",32,0,0,0,0,0,0,0,0,0.562
"33",33,0,0,0,0,0,0,0,0,0.546
"34",34,0,0,0,0,0,0,0,0,0.552
"35",35,0,0,0,0,0,0,0,0,0.604
"36",36,0,0,0,0,0,0,0,0,0.602
"37",37,0,0,0,0,0,0,0,0,0.584
"38",38,0,0,0,0,0,0,0,0,0.564
"39",39,0,0,0,0,0,0,0,0,0.544
"40",40,0,0,0,0,0,0,0,0,0.604
"41",41,0,0,0,0,0,0,0,0,0.572
"42",42,0,0,0,0,0,0,0,0,0.542
"43",43,0,0,0,0,0,0,0,0,0.608
"44",44,0,0,0,0,0,0,0,0,0.542
"45",45,0,0,0,0,0,0,0,0,0.566
"46",46,0,0,0,0,0,0,0,0,0.574
"47",47,0,0,0,0,0,0,0,0,0.584
"48",48,0,0,0,0,0,0,0,0,0.576
"49",49,0,0,0,0,0,0,0,0,0.604
"50",50,0,0,0,0,0,0,0,0,0.58
