"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.116923076923077
"2",2,0,0,0,0,0,0,0,0.0884146341463415
"3",3,0,0,0,0,0,0,0,0.116071428571429
"4",4,0,0,0,0,0,0,0,0.0914634146341463
"5",5,0,0,0,0,0,0,0,0.0972644376899696
"6",6,0,0,0,0,0,0,0,0.1
"7",7,0,0,0,0,0,0,0,0.12797619047619
"8",8,0,0,0,0,0,0,0,0.0928792569659443
"9",9,0,0,0,0,0,0,0,0.0879478827361563
"10",10,0,0,0,0,0,0,0,0.0868167202572347
"11",11,0,0,0,0,0,0,0,0.127329192546584
"12",12,0,0,0,0,0,0,0,0.0853658536585366
"13",13,0,0,0,0,0,0,0,0.0806451612903226
"14",14,0,0,0,0,0,0,0,0.0927536231884058
"15",15,0,0,0,0,0,0,0,0.0923566878980892
"16",16,0,0,0,0,0,0,0,0.116071428571429
"17",17,0,0,0,0,0,0,0,0.109717868338558
"18",18,0,0,0,0,0,0,0,0.0670926517571885
"19",19,0,0,0,0,0,0,0,0.0743243243243243
"20",20,0,0,0,0,0,0,0,0.0950819672131148
"21",21,0,0,0,0,0,0,0,0.117647058823529
"22",22,0,0,0,0,0,0,0,0.0943396226415094
"23",23,0,0,0,0,0,0,0,0.112582781456954
"24",24,0,0,0,0,0,0,0,0.0912052117263844
"25",25,0,0,0,0,0,0,0,0.139318885448916
"26",26,0,0,0,0,0,0,0,0.0966666666666667
"27",27,0,0,0,0,0,0,0,0.106194690265487
"28",28,0,0,0,0,0,0,0,0.0930930930930931
"29",29,0,0,0,0,0,0,0,0.0836012861736334
"30",30,0,0,0,0,0,0,0,0.11214953271028
"31",31,0,0,0,0,0,0,0,0.13946587537092
"32",32,0,0,0,0,0,0,0,0.073482428115016
"33",33,0,0,0,0,0,0,0,0.0962732919254658
"34",34,0,0,0,0,0,0,0,0.12797619047619
"35",35,0,0,0,0,0,0,0,0.122257053291536
"36",36,0,0,0,0,0,0,0,0.096969696969697
"37",37,0,0,0,0,0,0,0,0.123076923076923
"38",38,0,0,0,0,0,0,0,0.100334448160535
"39",39,0,0,0,0,0,0,0,0.102102102102102
"40",40,0,0,0,0,0,0,0,0.0689655172413793
"41",41,0,0,0,0,0,0,0,0.0704697986577181
"42",42,0,0,0,0,0,0,0,0.114457831325301
"43",43,0,0,0,0,0,0,0,0.125730994152047
"44",44,0,0,0,0,0,0,0,0.105105105105105
"45",45,0,0,0,0,0,0,0,0.0926517571884984
"46",46,0,0,0,0,0,0,0,0.105095541401274
"47",47,0,0,0,0,0,0,0,0.114114114114114
"48",48,0,0,0,0,0,0,0,0.115727002967359
"49",49,0,0,0,0,0,0,0,0.0923076923076923
"50",50,0,0,0,0,0,0,0,0.0973154362416107
