"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.52072,0.0885887225148217
"2","2D_NPMLE",0.57956,0.0880003985644293
"3","Welch",0.32964,0.198062108810061
"4","B_F",0.0014,0.009
"5","t_test",0.52288,0.090142937027063
