"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.656
"2",2,0,0,0,0,0,0,0,0,0.66
"3",3,0,0,0,0,0,0,0,0,0.624
"4",4,0,0,0,0,0,0,0,0,0.602
"5",5,0,0,0,0,0,0,0,0,0.654
"6",6,0,0,0,0,0,0,0,0,0.666
"7",7,0,0,0,0,0,0,0,0,0.638
"8",8,0,0,0,0,0,0,0,0,0.642
"9",9,0,0,0,0,0,0,0,0,0.654
"10",10,0,0,0,0,0,0,0,0,0.616
"11",11,0,0,0,0,0,0,0,0,0.62
"12",12,0,0,0,0,0,0,0,0,0.652
"13",13,0,0,0,0,0,0,0,0,0.66
"14",14,0,0,0,0,0,0,0,0,0.598
"15",15,0,0,0,0,0,0,0,0,0.628
"16",16,0,0,0,0,0,0,0,0,0.608
"17",17,0,0,0,0,0,0,0,0,0.622
"18",18,0,0,0,0,0,0,0,0,0.636
"19",19,0,0,0,0,0,0,0,0,0.674
"20",20,0,0,0,0,0,0,0,0,0.652
"21",21,0,0,0,0,0,0,0,0,0.7
"22",22,0,0,0,0,0,0,0,0,0.666
"23",23,0,0,0,0,0,0,0,0,0.66
"24",24,0,0,0,0,0,0,0,0,0.62
"25",25,0,0,0,0,0,0,0,0,0.634
"26",26,0,0,0,0,0,0,0,0,0.672
"27",27,0,0,0,0,0,0,0,0,0.636
"28",28,0,0,0,0,0,0,0,0,0.668
"29",29,0,0,0,0,0,0,0,0,0.65
"30",30,0,0,0,0,0,0,0,0,0.626
"31",31,0,0,0,0,0,0,0,0,0.716
"32",32,0,0,0,0,0,0,0,0,0.668
"33",33,0,0,0,0,0,0,0,0,0.664
"34",34,0,0,0,0,0,0,0,0,0.67
"35",35,0,0,0,0,0,0,0,0,0.644
"36",36,0,0,0,0,0,0,0,0,0.63
"37",37,0,0,0,0,0,0,0,0,0.62
"38",38,0,0,0,0,0,0,0,0,0.61
"39",39,0,0,0,0,0,0,0,0,0.63
"40",40,0,0,0,0,0,0,0,0,0.658
"41",41,0,0,0,0,0,0,0,0,0.62
"42",42,0,0,0,0,0,0,0,0,0.622
"43",43,0,0,0,0,0,0,0,0,0.642
"44",44,0,0,0,0,0,0,0,0,0.684
"45",45,0,0,0,0,0,0,0,0,0.638
"46",46,0,0,0,0,0,0,0,0,0.638
"47",47,0,0,0,0,0,0,0,0,0.622
"48",48,0,0,0,0,0,0,0,0,0.642
"49",49,0,0,0,0,0,0,0,0,0.642
"50",50,0,0,0,0,0,0,0,0,0.612
