"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.61344,0.0878510027888317
"2","2D_NPMLE",0.64644,0.0906623658972707
"3","Welch",0.57272,0.0911388589422844
"4","B_F",0.4748,0.0275554093611428
"5","Pooled_t",0.61352,0.0884711715769959
