"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.62564,0.0923519771690602
"2","2D_NPMLE",0.6602,0.0920448629152873
"3","Welch",0.60716,0.0823412644050086
"4","B_F",0.54384,0.0321346969267165
"5","Pooled_t",0.62544,0.0922492937791441
