"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.10803324099723,0.108179419525066,0,0.0769230769230769,0.0405405405405405,0.108333333333333
"2",2,0,0.0882352941176471,0.0835734870317003,0,0.0764525993883792,0.0324909747292419,0.0882352941176471
"3",3,0,0.0890207715133531,0.102493074792244,0,0.0851063829787234,0.0255474452554745,0.0890207715133531
"4",4,0,0.100609756097561,0.100278551532033,0,0.0707395498392283,0.0225563909774436,0.0978593272171254
"5",5,0,0.0861538461538462,0.102272727272727,0,0.0739549839228296,0.031496062992126,0.0861538461538462
"6",6,0,0.0964912280701754,0.0898550724637681,0,0.0898203592814371,0.0378006872852234,0.0964912280701754
"7",7,0,0.0664739884393064,0.0976253298153034,0,0.0597014925373134,0.0278745644599303,0.0716332378223496
"8",8,0,0.112994350282486,0.121293800539084,0,0.104790419161677,0.0402930402930403,0.112994350282486
"9",9,0,0.0841423948220065,0.0978593272171254,0,0.0620689655172414,0.0164609053497942,0.0841423948220065
"10",10,0,0.06158357771261,0.0732394366197183,0,0.0613496932515337,0.0383275261324042,0.06158357771261
"11",11,0,0.0858725761772853,0.0918635170603675,0,0.0742857142857143,0.0344827586206897,0.0858725761772853
"12",12,0,0.0716417910447761,0.0651558073654391,0,0.0685358255451713,0.0144404332129964,0.0710059171597633
"13",13,0,0.0901162790697674,0.11436170212766,0,0.0933734939759036,0.0294117647058824,0.0903790087463557
"14",14,0,0.0505050505050505,0.0658682634730539,0,0.0570469798657718,0.0163934426229508,0.0505050505050505
"15",15,0,0.0911854103343465,0.0769230769230769,0,0.0955414012738854,0.0471014492753623,0.0911854103343465
"16",16,0,0.0732394366197183,0.0795755968169761,0,0.0730994152046784,0.0106007067137809,0.0732394366197183
"17",17,0,0.0753623188405797,0.0621621621621622,0,0.0821114369501466,0.0299003322259136,0.0751445086705202
"18",18,0,0.105555555555556,0.110817941952507,0,0.0890207715133531,0.0354609929078014,0.105555555555556
"19",19,0,0.114666666666667,0.0939947780678851,0,0.104225352112676,0.0468227424749164,0.114666666666667
"20",20,0,0.109510086455331,0.0980926430517711,0,0.0886850152905199,0.0425531914893617,0.109510086455331
"21",21,0,0.0919540229885057,0.0819672131147541,0,0.0840840840840841,0.0320284697508897,0.0919540229885057
"22",22,0,0.106194690265487,0.0843023255813953,0,0.0892307692307692,0.0474452554744526,0.103550295857988
"23",23,0,0.110481586402266,0.0810055865921788,0,0.0858895705521472,0.0392857142857143,0.110481586402266
"24",24,0,0.109467455621302,0.127027027027027,0,0.0793650793650794,0.0267175572519084,0.109144542772861
"25",25,0,0.0816326530612245,0.0858725761772853,0,0.0748502994011976,0.034965034965035,0.0816326530612245
"26",26,0,0.0771349862258953,0.0740740740740741,0,0.0704225352112676,0.026578073089701,0.0771349862258953
"27",27,0,0.0934844192634561,0.109919571045576,0,0.0882352941176471,0.0318021201413428,0.0934844192634561
"28",28,0,0.106017191977077,0.105263157894737,0,0.104477611940299,0.0462633451957295,0.107558139534884
"29",29,0,0.0932203389830508,0.074468085106383,0,0.0548780487804878,0.0236486486486486,0.0934844192634561
"30",30,0,0.0474683544303797,0.0947075208913649,0,0.042483660130719,0.00743494423791822,0.0476190476190476
"31",31,0,0.115168539325843,0.112600536193029,0,0.0979228486646884,0.0449826989619377,0.112676056338028
"32",32,0,0.0920634920634921,0.102564102564103,0,0.0938511326860841,0.0411985018726592,0.0920634920634921
"33",33,0,0.0823529411764706,0.0517241379310345,0,0.0670731707317073,0.017921146953405,0.0821114369501466
"34",34,0,0.117647058823529,0.118387909319899,0,0.0929577464788732,0.0390879478827362,0.117647058823529
"35",35,0,0.119318181818182,0.092896174863388,0,0.105263157894737,0.0501672240802676,0.121813031161473
"36",36,0,0.110512129380054,0.117801047120419,0,0.0952380952380952,0.0357142857142857,0.103260869565217
"37",37,0,0.103723404255319,0.0969387755102041,0,0.0931506849315069,0.0396039603960396,0.103723404255319
"38",38,0,0.0921787709497207,0.100263852242744,0,0.0703812316715543,0.0338983050847458,0.0921787709497207
"39",39,0,0.106382978723404,0.101123595505618,0,0.0987654320987654,0.0490566037735849,0.106382978723404
"40",40,0,0.113888888888889,0.114058355437666,0,0.107871720116618,0.0313588850174216,0.111731843575419
"41",41,0,0.094017094017094,0.0896739130434783,0,0.0985507246376812,0.0244755244755245,0.0919540229885057
"42",42,0,0.0878186968838527,0.0704225352112676,0,0.081570996978852,0.03584229390681,0.0901408450704225
"43",43,0,0.102409638554217,0.0997150997150997,0,0.105263157894737,0.033210332103321,0.0996978851963746
"44",44,0,0.106628242074928,0.0886426592797784,0,0.0843373493975904,0.043956043956044,0.106936416184971
"45",45,0,0.098314606741573,0.0828571428571429,0,0.0906432748538012,0.0180505415162455,0.098314606741573
"46",46,0,0.0996884735202492,0.0898550724637681,0,0.0993788819875776,0.030188679245283,0.102484472049689
"47",47,0,0.0647058823529412,0.0846994535519126,0,0.0590062111801242,0.0210526315789474,0.0647058823529412
"48",48,0,0.0714285714285714,0.076271186440678,0,0.0652173913043478,0.0216606498194946,0.0741839762611276
"49",49,0,0.0991735537190083,0.0860215053763441,0,0.0914285714285714,0.0402684563758389,0.0991735537190083
"50",50,0,0.0617283950617284,0.0716332378223496,0,0.0584415584415584,0.0183150183150183,0.0617283950617284
