"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.60924,0.0914308297517161
"2","2D_NPMLE",0.65268,0.0901611871769394
"3","Welch",0.59292,0.0771554932013179
"4","B_F",0.5152,0.026781192809243
"5","Pooled_t",0.60968,0.0915942760548352
