"","Algorithm","Power","FDR"
"1","1D_MLE",0.55636,0.093494208141117
"2","1D_NPMLE",0.55624,0.0937470017397093
"3","2D_NPMLE",0.58776,0.0928646870920745
"4","1D_Proj",0.55616,0.0931072189464773
"5","Welch",0.46444,0.141271817474951
