"","Algorithm","Power","FDR"
"1","1D_MLE",0.68848,0.0874329822170797
"2","1D_NPMLE",0.68856,0.0872358514277592
"3","2D_NPMLE",0.7006,0.088176612513114
"4","1D_Proj",0.68864,0.0873119594110093
"5","Welch",0.67872,0.0847660320724435
