"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0,0,0,0,0.0258620689655172,0
"2",2,0,0,0,0,0,0.0170940170940171,0
"3",3,0,0,0,0,0,0.0237154150197628,0
"4",4,0,0,0,0,0,0.0267857142857143,0
"5",5,0,0,0,0,0,0.0304347826086957,0
"6",6,0,0,0,0,0,0.037037037037037,0
"7",7,0,0,0,0,0,0.0301724137931034,0
"8",8,0,0,0,0,0,0.0305676855895196,0
"9",9,0,0,0,0,0,0.0178571428571429,0
"10",10,0,0,0,0,0,0.0212765957446809,0
"11",11,0,0,0,0,0,0.0375586854460094,0
"12",12,0,0,0,0,0,0.0327102803738318,0
"13",13,0,0,0,0,0,0.025,0
"14",14,0,0,0,0,0,0.0257510729613734,0
"15",15,0,0,0,0,0,0.021551724137931,0
"16",16,0,0,0,0,0,0.004739336492891,0
"17",17,0,0,0,0,0,0.0299145299145299,0
"18",18,0,0,0,0,0,0.0321285140562249,0
"19",19,0,0,0,0,0,0.0164609053497942,0
"20",20,0,0,0,0,0,0.0265486725663717,0
"21",21,0,0,0,0,0,0.0239043824701195,0
"22",22,0,0,0,0,0,0.0323886639676113,0
"23",23,0,0,0,0,0,0.0294117647058824,0
"24",24,0,0,0,0,0,0.00448430493273543,0
"25",25,0,0,0,0,0,0.018348623853211,0
"26",26,0,0,0,0,0,0.0269058295964126,0
"27",27,0,0,0,0,0,0.0358744394618834,0
"28",28,0,0,0,0,0,0.0238095238095238,0
"29",29,0,0,0,0,0,0.0241935483870968,0
"30",30,0,0,0,0,0,0.0408163265306122,0
"31",31,0,0,0,0,0,0.01953125,0
"32",32,0,0,0,0,0,0.027906976744186,0
"33",33,0,0,0,0,0,0.0143540669856459,0
"34",34,0,0,0,0,0,0.0384615384615385,0
"35",35,0,0,0,0,0,0.0169491525423729,0
"36",36,0,0,0,0,0,0.0292887029288703,0
"37",37,0,0,0,0,0,0.0446428571428571,0
"38",38,0,0,0,0,0,0.0338983050847458,0
"39",39,0,0,0,0,0,0.02734375,0
"40",40,0,0,0,0,0,0.037344398340249,0
"41",41,0,0,0,0,0,0.0227272727272727,0
"42",42,0,0,0,0,0,0.00446428571428571,0
"43",43,0,0,0,0,0,0.0195121951219512,0
"44",44,0,0,0,0,0,0.026431718061674,0
"45",45,0,0,0,0,0,0.0213675213675214,0
"46",46,0,0,0,0,0,0.029535864978903,0
"47",47,0,0,0,0,0,0.012448132780083,0
"48",48,0,0,0,0,0,0.00900900900900901,0
"49",49,0,0,0,0,0,0.036697247706422,0
"50",50,0,0,0,0,0,0.018957345971564,0
