"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.686
"2",2,0,0,0,0,0,0,0,0,0.62
"3",3,0,0,0,0,0,0,0,0,0.636
"4",4,0,0,0,0,0,0,0,0,0.66
"5",5,0,0,0,0,0,0,0,0,0.652
"6",6,0,0,0,0,0,0,0,0,0.622
"7",7,0,0,0,0,0,0,0,0,0.64
"8",8,0,0,0,0,0,0,0,0,0.66
"9",9,0,0,0,0,0,0,0,0,0.64
"10",10,0,0,0,0,0,0,0,0,0.638
"11",11,0,0,0,0,0,0,0,0,0.64
"12",12,0,0,0,0,0,0,0,0,0.646
"13",13,0,0,0,0,0,0,0,0,0.66
"14",14,0,0,0,0,0,0,0,0,0.68
"15",15,0,0,0,0,0,0,0,0,0.632
"16",16,0,0,0,0,0,0,0,0,0.642
"17",17,0,0,0,0,0,0,0,0,0.648
"18",18,0,0,0,0,0,0,0,0,0.654
"19",19,0,0,0,0,0,0,0,0,0.63
"20",20,0,0,0,0,0,0,0,0,0.668
"21",21,0,0,0,0,0,0,0,0,0.66
"22",22,0,0,0,0,0,0,0,0,0.678
"23",23,0,0,0,0,0,0,0,0,0.664
"24",24,0,0,0,0,0,0,0,0,0.634
"25",25,0,0,0,0,0,0,0,0,0.658
"26",26,0,0,0,0,0,0,0,0,0.632
"27",27,0,0,0,0,0,0,0,0,0.638
"28",28,0,0,0,0,0,0,0,0,0.666
"29",29,0,0,0,0,0,0,0,0,0.66
"30",30,0,0,0,0,0,0,0,0,0.668
"31",31,0,0,0,0,0,0,0,0,0.648
"32",32,0,0,0,0,0,0,0,0,0.672
"33",33,0,0,0,0,0,0,0,0,0.648
"34",34,0,0,0,0,0,0,0,0,0.684
"35",35,0,0,0,0,0,0,0,0,0.672
"36",36,0,0,0,0,0,0,0,0,0.664
"37",37,0,0,0,0,0,0,0,0,0.64
"38",38,0,0,0,0,0,0,0,0,0.672
"39",39,0,0,0,0,0,0,0,0,0.686
"40",40,0,0,0,0,0,0,0,0,0.654
"41",41,0,0,0,0,0,0,0,0,0.646
"42",42,0,0,0,0,0,0,0,0,0.654
"43",43,0,0,0,0,0,0,0,0,0.674
"44",44,0,0,0,0,0,0,0,0,0.664
"45",45,0,0,0,0,0,0,0,0,0.662
"46",46,0,0,0,0,0,0,0,0,0.676
"47",47,0,0,0,0,0,0,0,0,0.644
"48",48,0,0,0,0,0,0,0,0,0.658
"49",49,0,0,0,0,0,0,0,0,0.618
"50",50,0,0,0,0,0,0,0,0,0.64
