"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.532
"2",2,0,0,0,0,0,0.582
"3",3,0,0,0,0,0,0.556
"4",4,0,0,0,0,0,0.568
"5",5,0,0,0,0,0,0.618
"6",6,0,0,0,0,0,0.52
"7",7,0,0,0,0,0,0.572
"8",8,0,0,0,0,0,0.574
"9",9,0,0,0,0,0,0.556
"10",10,0,0,0,0,0,0.61
"11",11,0,0,0,0,0,0.614
"12",12,0,0,0,0,0,0.572
"13",13,0,0,0,0,0,0.584
"14",14,0,0,0,0,0,0.59
"15",15,0,0,0,0,0,0.534
"16",16,0,0,0,0,0,0.606
"17",17,0,0,0,0,0,0.59
"18",18,0,0,0,0,0,0.564
"19",19,0,0,0,0,0,0.598
"20",20,0,0,0,0,0,0.606
"21",21,0,0,0,0,0,0.568
"22",22,0,0,0,0,0,0.59
"23",23,0,0,0,0,0,0.582
"24",24,0,0,0,0,0,0.524
"25",25,0,0,0,0,0,0.552
"26",26,0,0,0,0,0,0.538
"27",27,0,0,0,0,0,0.61
"28",28,0,0,0,0,0,0.578
"29",29,0,0,0,0,0,0.534
"30",30,0,0,0,0,0,0.57
"31",31,0,0,0,0,0,0.586
"32",32,0,0,0,0,0,0.56
"33",33,0,0,0,0,0,0.588
"34",34,0,0,0,0,0,0.578
"35",35,0,0,0,0,0,0.586
"36",36,0,0,0,0,0,0.574
"37",37,0,0,0,0,0,0.58
"38",38,0,0,0,0,0,0.548
"39",39,0,0,0,0,0,0.576
"40",40,0,0,0,0,0,0.556
"41",41,0,0,0,0,0,0.574
"42",42,0,0,0,0,0,0.602
"43",43,0,0,0,0,0,0.578
"44",44,0,0,0,0,0,0.582
"45",45,0,0,0,0,0,0.568
"46",46,0,0,0,0,0,0.584
"47",47,0,0,0,0,0,0.558
"48",48,0,0,0,0,0,0.542
"49",49,0,0,0,0,0,0.568
"50",50,0,0,0,0,0,0.584
