"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.0865051903114187
"2",2,0,0,0,0,0,0,0,0.137123745819398
"3",3,0,0,0,0,0,0,0,0.119453924914676
"4",4,0,0,0,0,0,0,0,0.127659574468085
"5",5,0,0,0,0,0,0,0,0.101083032490975
"6",6,0,0,0,0,0,0,0,0.157377049180328
"7",7,0,0,0,0,0,0,0,0.140718562874251
"8",8,0,0,0,0,0,0,0,0.103896103896104
"9",9,0,0,0,0,0,0,0,0.133333333333333
"10",10,0,0,0,0,0,0,0,0.121107266435986
"11",11,0,0,0,0,0,0,0,0.138513513513514
"12",12,0,0,0,0,0,0,0,0.117021276595745
"13",13,0,0,0,0,0,0,0,0.191693290734824
"14",14,0,0,0,0,0,0,0,0.131901840490798
"15",15,0,0,0,0,0,0,0,0.126712328767123
"16",16,0,0,0,0,0,0,0,0.116352201257862
"17",17,0,0,0,0,0,0,0,0.0927152317880795
"18",18,0,0,0,0,0,0,0,0.125
"19",19,0,0,0,0,0,0,0,0.134868421052632
"20",20,0,0,0,0,0,0,0,0.122516556291391
"21",21,0,0,0,0,0,0,0,0.169491525423729
"22",22,0,0,0,0,0,0,0,0.103678929765886
"23",23,0,0,0,0,0,0,0,0.140939597315436
"24",24,0,0,0,0,0,0,0,0.164670658682635
"25",25,0,0,0,0,0,0,0,0.142857142857143
"26",26,0,0,0,0,0,0,0,0.108108108108108
"27",27,0,0,0,0,0,0,0,0.13677811550152
"28",28,0,0,0,0,0,0,0,0.149825783972125
"29",29,0,0,0,0,0,0,0,0.132203389830508
"30",30,0,0,0,0,0,0,0,0.144366197183099
"31",31,0,0,0,0,0,0,0,0.15
"32",32,0,0,0,0,0,0,0,0.124555160142349
"33",33,0,0,0,0,0,0,0,0.142857142857143
"34",34,0,0,0,0,0,0,0,0.124567474048443
"35",35,0,0,0,0,0,0,0,0.111486486486486
"36",36,0,0,0,0,0,0,0,0.136075949367089
"37",37,0,0,0,0,0,0,0,0.132075471698113
"38",38,0,0,0,0,0,0,0,0.143835616438356
"39",39,0,0,0,0,0,0,0,0.118055555555556
"40",40,0,0,0,0,0,0,0,0.141379310344828
"41",41,0,0,0,0,0,0,0,0.134146341463415
"42",42,0,0,0,0,0,0,0,0.137931034482759
"43",43,0,0,0,0,0,0,0,0.148867313915858
"44",44,0,0,0,0,0,0,0,0.123333333333333
"45",45,0,0,0,0,0,0,0,0.121951219512195
"46",46,0,0,0,0,0,0,0,0.164634146341463
"47",47,0,0,0,0,0,0,0,0.140983606557377
"48",48,0,0,0,0,0,0,0,0.144781144781145
"49",49,0,0,0,0,0,0,0,0.149206349206349
"50",50,0,0,0,0,0,0,0,0.122186495176849
