"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.534
"2",2,0,0,0,0,0,0,0,0,0.566
"3",3,0,0,0,0,0,0,0,0,0.554
"4",4,0,0,0,0,0,0,0,0,0.564
"5",5,0,0,0,0,0,0,0,0,0.548
"6",6,0,0,0,0,0,0,0,0,0.568
"7",7,0,0,0,0,0,0,0,0,0.524
"8",8,0,0,0,0,0,0,0,0,0.532
"9",9,0,0,0,0,0,0,0,0,0.484
"10",10,0,0,0,0,0,0,0,0,0.524
"11",11,0,0,0,0,0,0,0,0,0.558
"12",12,0,0,0,0,0,0,0,0,0.546
"13",13,0,0,0,0,0,0,0,0,0.522
"14",14,0,0,0,0,0,0,0,0,0.574
"15",15,0,0,0,0,0,0,0,0,0.53
"16",16,0,0,0,0,0,0,0,0,0.564
"17",17,0,0,0,0,0,0,0,0,0.514
"18",18,0,0,0,0,0,0,0,0,0.536
"19",19,0,0,0,0,0,0,0,0,0.58
"20",20,0,0,0,0,0,0,0,0,0.544
"21",21,0,0,0,0,0,0,0,0,0.558
"22",22,0,0,0,0,0,0,0,0,0.548
"23",23,0,0,0,0,0,0,0,0,0.538
"24",24,0,0,0,0,0,0,0,0,0.56
"25",25,0,0,0,0,0,0,0,0,0.612
"26",26,0,0,0,0,0,0,0,0,0.568
"27",27,0,0,0,0,0,0,0,0,0.59
"28",28,0,0,0,0,0,0,0,0,0.57
"29",29,0,0,0,0,0,0,0,0,0.526
"30",30,0,0,0,0,0,0,0,0,0.562
"31",31,0,0,0,0,0,0,0,0,0.54
"32",32,0,0,0,0,0,0,0,0,0.496
"33",33,0,0,0,0,0,0,0,0,0.54
"34",34,0,0,0,0,0,0,0,0,0.532
"35",35,0,0,0,0,0,0,0,0,0.572
"36",36,0,0,0,0,0,0,0,0,0.532
"37",37,0,0,0,0,0,0,0,0,0.536
"38",38,0,0,0,0,0,0,0,0,0.516
"39",39,0,0,0,0,0,0,0,0,0.536
"40",40,0,0,0,0,0,0,0,0,0.54
"41",41,0,0,0,0,0,0,0,0,0.514
"42",42,0,0,0,0,0,0,0,0,0.524
"43",43,0,0,0,0,0,0,0,0,0.512
"44",44,0,0,0,0,0,0,0,0,0.578
"45",45,0,0,0,0,0,0,0,0,0.598
"46",46,0,0,0,0,0,0,0,0,0.526
"47",47,0,0,0,0,0,0,0,0,0.546
"48",48,0,0,0,0,0,0,0,0,0.536
"49",49,0,0,0,0,0,0,0,0,0.524
"50",50,0,0,0,0,0,0,0,0,0.532
