"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.528
"2",2,0,0,0,0,0,0,0,0.516
"3",3,0,0,0,0,0,0,0,0.516
"4",4,0,0,0,0,0,0,0,0.492
"5",5,0,0,0,0,0,0,0,0.498
"6",6,0,0,0,0,0,0,0,0.514
"7",7,0,0,0,0,0,0,0,0.574
"8",8,0,0,0,0,0,0,0,0.552
"9",9,0,0,0,0,0,0,0,0.546
"10",10,0,0,0,0,0,0,0,0.508
"11",11,0,0,0,0,0,0,0,0.51
"12",12,0,0,0,0,0,0,0,0.498
"13",13,0,0,0,0,0,0,0,0.506
"14",14,0,0,0,0,0,0,0,0.566
"15",15,0,0,0,0,0,0,0,0.51
"16",16,0,0,0,0,0,0,0,0.562
"17",17,0,0,0,0,0,0,0,0.548
"18",18,0,0,0,0,0,0,0,0.518
"19",19,0,0,0,0,0,0,0,0.526
"20",20,0,0,0,0,0,0,0,0.53
"21",21,0,0,0,0,0,0,0,0.49
"22",22,0,0,0,0,0,0,0,0.536
"23",23,0,0,0,0,0,0,0,0.512
"24",24,0,0,0,0,0,0,0,0.558
"25",25,0,0,0,0,0,0,0,0.54
"26",26,0,0,0,0,0,0,0,0.528
"27",27,0,0,0,0,0,0,0,0.568
"28",28,0,0,0,0,0,0,0,0.488
"29",29,0,0,0,0,0,0,0,0.512
"30",30,0,0,0,0,0,0,0,0.486
"31",31,0,0,0,0,0,0,0,0.544
"32",32,0,0,0,0,0,0,0,0.492
"33",33,0,0,0,0,0,0,0,0.504
"34",34,0,0,0,0,0,0,0,0.506
"35",35,0,0,0,0,0,0,0,0.526
"36",36,0,0,0,0,0,0,0,0.546
"37",37,0,0,0,0,0,0,0,0.552
"38",38,0,0,0,0,0,0,0,0.5
"39",39,0,0,0,0,0,0,0,0.508
"40",40,0,0,0,0,0,0,0,0.498
"41",41,0,0,0,0,0,0,0,0.568
"42",42,0,0,0,0,0,0,0,0.5
"43",43,0,0,0,0,0,0,0,0.526
"44",44,0,0,0,0,0,0,0,0.526
"45",45,0,0,0,0,0,0,0,0.504
"46",46,0,0,0,0,0,0,0,0.548
"47",47,0,0,0,0,0,0,0,0.524
"48",48,0,0,0,0,0,0,0,0.508
"49",49,0,0,0,0,0,0,0,0.536
"50",50,0,0,0,0,0,0,0,0.546
