"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.131367292225201
"2",2,0,0,0,0,0,0,0,0.120547945205479
"3",3,0,0,0,0,0,0,0,0.137755102040816
"4",4,0,0,0,0,0,0,0,0.167919799498747
"5",5,0,0,0,0,0,0,0,0.143564356435644
"6",6,0,0,0,0,0,0,0,0.164948453608247
"7",7,0,0,0,0,0,0,0,0.148717948717949
"8",8,0,0,0,0,0,0,0,0.118279569892473
"9",9,0,0,0,0,0,0,0,0.137203166226913
"10",10,0,0,0,0,0,0,0,0.127027027027027
"11",11,0,0,0,0,0,0,0,0.164490861618799
"12",12,0,0,0,0,0,0,0,0.1375
"13",13,0,0,0,0,0,0,0,0.152631578947368
"14",14,0,0,0,0,0,0,0,0.148760330578512
"15",15,0,0,0,0,0,0,0,0.115819209039548
"16",16,0,0,0,0,0,0,0,0.167525773195876
"17",17,0,0,0,0,0,0,0,0.172932330827068
"18",18,0,0,0,0,0,0,0,0.144385026737968
"19",19,0,0,0,0,0,0,0,0.148717948717949
"20",20,0,0,0,0,0,0,0,0.144385026737968
"21",21,0,0,0,0,0,0,0,0.129310344827586
"22",22,0,0,0,0,0,0,0,0.146464646464646
"23",23,0,0,0,0,0,0,0,0.119113573407202
"24",24,0,0,0,0,0,0,0,0.145320197044335
"25",25,0,0,0,0,0,0,0,0.155092592592593
"26",26,0,0,0,0,0,0,0,0.122077922077922
"27",27,0,0,0,0,0,0,0,0.118457300275482
"28",28,0,0,0,0,0,0,0,0.136729222520107
"29",29,0,0,0,0,0,0,0,0.108465608465608
"30",30,0,0,0,0,0,0,0,0.16421568627451
"31",31,0,0,0,0,0,0,0,0.130081300813008
"32",32,0,0,0,0,0,0,0,0.157068062827225
"33",33,0,0,0,0,0,0,0,0.138964577656676
"34",34,0,0,0,0,0,0,0,0.120786516853933
"35",35,0,0,0,0,0,0,0,0.150990099009901
"36",36,0,0,0,0,0,0,0,0.139784946236559
"37",37,0,0,0,0,0,0,0,0.151193633952255
"38",38,0,0,0,0,0,0,0,0.155124653739612
"39",39,0,0,0,0,0,0,0,0.155038759689922
"40",40,0,0,0,0,0,0,0,0.1375
"41",41,0,0,0,0,0,0,0,0.114882506527415
"42",42,0,0,0,0,0,0,0,0.12565445026178
"43",43,0,0,0,0,0,0,0,0.141025641025641
"44",44,0,0,0,0,0,0,0,0.139650872817955
"45",45,0,0,0,0,0,0,0,0.15633423180593
"46",46,0,0,0,0,0,0,0,0.121052631578947
"47",47,0,0,0,0,0,0,0,0.182716049382716
"48",48,0,0,0,0,0,0,0,0.0945558739255014
"49",49,0,0,0,0,0,0,0,0.15681233933162
"50",50,0,0,0,0,0,0,0,0.118357487922705
