"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.114406779661017
"2",2,0,0,0,0,0,0,0,0,0.0898876404494382
"3",3,0,0,0,0,0,0,0,0,0.0833333333333333
"4",4,0,0,0,0,0,0,0,0,0.0912408759124088
"5",5,0,0,0,0,0,0,0,0,0.0947368421052632
"6",6,0,0,0,0,0,0,0,0,0.116104868913858
"7",7,0,0,0,0,0,0,0,0,0.0922509225092251
"8",8,0,0,0,0,0,0,0,0,0.0973782771535581
"9",9,0,0,0,0,0,0,0,0,0.0965250965250965
"10",10,0,0,0,0,0,0,0,0,0.10655737704918
"11",11,0,0,0,0,0,0,0,0,0.100806451612903
"12",12,0,0,0,0,0,0,0,0,0.116541353383459
"13",13,0,0,0,0,0,0,0,0,0.127450980392157
"14",14,0,0,0,0,0,0,0,0,0.102941176470588
"15",15,0,0,0,0,0,0,0,0,0.096
"16",16,0,0,0,0,0,0,0,0,0.0824742268041237
"17",17,0,0,0,0,0,0,0,0,0.0978260869565217
"18",18,0,0,0,0,0,0,0,0,0.108208955223881
"19",19,0,0,0,0,0,0,0,0,0.0625
"20",20,0,0,0,0,0,0,0,0,0.0689655172413793
"21",21,0,0,0,0,0,0,0,0,0.0988593155893536
"22",22,0,0,0,0,0,0,0,0,0.1
"23",23,0,0,0,0,0,0,0,0,0.0909090909090909
"24",24,0,0,0,0,0,0,0,0,0.0833333333333333
"25",25,0,0,0,0,0,0,0,0,0.108108108108108
"26",26,0,0,0,0,0,0,0,0,0.0671936758893281
"27",27,0,0,0,0,0,0,0,0,0.099236641221374
"28",28,0,0,0,0,0,0,0,0,0.112727272727273
"29",29,0,0,0,0,0,0,0,0,0.107142857142857
"30",30,0,0,0,0,0,0,0,0,0.101167315175097
"31",31,0,0,0,0,0,0,0,0,0.0650406504065041
"32",32,0,0,0,0,0,0,0,0,0.110344827586207
"33",33,0,0,0,0,0,0,0,0,0.11969111969112
"34",34,0,0,0,0,0,0,0,0,0.114478114478114
"35",35,0,0,0,0,0,0,0,0,0.096989966555184
"36",36,0,0,0,0,0,0,0,0,0.113725490196078
"37",37,0,0,0,0,0,0,0,0,0.110671936758893
"38",38,0,0,0,0,0,0,0,0,0.0946969696969697
"39",39,0,0,0,0,0,0,0,0,0.128571428571429
"40",40,0,0,0,0,0,0,0,0,0.0737704918032787
"41",41,0,0,0,0,0,0,0,0,0.107011070110701
"42",42,0,0,0,0,0,0,0,0,0.128919860627178
"43",43,0,0,0,0,0,0,0,0,0.131034482758621
"44",44,0,0,0,0,0,0,0,0,0.078125
"45",45,0,0,0,0,0,0,0,0,0.106870229007634
"46",46,0,0,0,0,0,0,0,0,0.0932203389830508
"47",47,0,0,0,0,0,0,0,0,0.131313131313131
"48",48,0,0,0,0,0,0,0,0,0.116788321167883
"49",49,0,0,0,0,0,0,0,0,0.101398601398601
"50",50,0,0,0,0,0,0,0,0,0.121311475409836
