"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.418
"2",2,0,0,0,0,0,0,0,0,0.486
"3",3,0,0,0,0,0,0,0,0,0.484
"4",4,0,0,0,0,0,0,0,0,0.498
"5",5,0,0,0,0,0,0,0,0,0.516
"6",6,0,0,0,0,0,0,0,0,0.472
"7",7,0,0,0,0,0,0,0,0,0.492
"8",8,0,0,0,0,0,0,0,0,0.482
"9",9,0,0,0,0,0,0,0,0,0.468
"10",10,0,0,0,0,0,0,0,0,0.436
"11",11,0,0,0,0,0,0,0,0,0.446
"12",12,0,0,0,0,0,0,0,0,0.47
"13",13,0,0,0,0,0,0,0,0,0.534
"14",14,0,0,0,0,0,0,0,0,0.488
"15",15,0,0,0,0,0,0,0,0,0.452
"16",16,0,0,0,0,0,0,0,0,0.534
"17",17,0,0,0,0,0,0,0,0,0.498
"18",18,0,0,0,0,0,0,0,0,0.478
"19",19,0,0,0,0,0,0,0,0,0.45
"20",20,0,0,0,0,0,0,0,0,0.486
"21",21,0,0,0,0,0,0,0,0,0.474
"22",22,0,0,0,0,0,0,0,0,0.486
"23",23,0,0,0,0,0,0,0,0,0.5
"24",24,0,0,0,0,0,0,0,0,0.506
"25",25,0,0,0,0,0,0,0,0,0.462
"26",26,0,0,0,0,0,0,0,0,0.472
"27",27,0,0,0,0,0,0,0,0,0.472
"28",28,0,0,0,0,0,0,0,0,0.488
"29",29,0,0,0,0,0,0,0,0,0.5
"30",30,0,0,0,0,0,0,0,0,0.462
"31",31,0,0,0,0,0,0,0,0,0.46
"32",32,0,0,0,0,0,0,0,0,0.516
"33",33,0,0,0,0,0,0,0,0,0.456
"34",34,0,0,0,0,0,0,0,0,0.526
"35",35,0,0,0,0,0,0,0,0,0.54
"36",36,0,0,0,0,0,0,0,0,0.452
"37",37,0,0,0,0,0,0,0,0,0.45
"38",38,0,0,0,0,0,0,0,0,0.478
"39",39,0,0,0,0,0,0,0,0,0.488
"40",40,0,0,0,0,0,0,0,0,0.452
"41",41,0,0,0,0,0,0,0,0,0.484
"42",42,0,0,0,0,0,0,0,0,0.5
"43",43,0,0,0,0,0,0,0,0,0.504
"44",44,0,0,0,0,0,0,0,0,0.472
"45",45,0,0,0,0,0,0,0,0,0.468
"46",46,0,0,0,0,0,0,0,0,0.428
"47",47,0,0,0,0,0,0,0,0,0.516
"48",48,0,0,0,0,0,0,0,0,0.484
"49",49,0,0,0,0,0,0,0,0,0.514
"50",50,0,0,0,0,0,0,0,0,0.536
