"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.442
"2",2,0,0,0,0,0,0,0,0.488
"3",3,0,0,0,0,0,0,0,0.452
"4",4,0,0,0,0,0,0,0,0.506
"5",5,0,0,0,0,0,0,0,0.496
"6",6,0,0,0,0,0,0,0,0.476
"7",7,0,0,0,0,0,0,0,0.472
"8",8,0,0,0,0,0,0,0,0.438
"9",9,0,0,0,0,0,0,0,0.526
"10",10,0,0,0,0,0,0,0,0.462
"11",11,0,0,0,0,0,0,0,0.528
"12",12,0,0,0,0,0,0,0,0.456
"13",13,0,0,0,0,0,0,0,0.492
"14",14,0,0,0,0,0,0,0,0.518
"15",15,0,0,0,0,0,0,0,0.484
"16",16,0,0,0,0,0,0,0,0.426
"17",17,0,0,0,0,0,0,0,0.48
"18",18,0,0,0,0,0,0,0,0.522
"19",19,0,0,0,0,0,0,0,0.504
"20",20,0,0,0,0,0,0,0,0.496
"21",21,0,0,0,0,0,0,0,0.472
"22",22,0,0,0,0,0,0,0,0.554
"23",23,0,0,0,0,0,0,0,0.472
"24",24,0,0,0,0,0,0,0,0.488
"25",25,0,0,0,0,0,0,0,0.502
"26",26,0,0,0,0,0,0,0,0.48
"27",27,0,0,0,0,0,0,0,0.484
"28",28,0,0,0,0,0,0,0,0.504
"29",29,0,0,0,0,0,0,0,0.46
"30",30,0,0,0,0,0,0,0,0.52
"31",31,0,0,0,0,0,0,0,0.532
"32",32,0,0,0,0,0,0,0,0.482
"33",33,0,0,0,0,0,0,0,0.44
"34",34,0,0,0,0,0,0,0,0.426
"35",35,0,0,0,0,0,0,0,0.48
"36",36,0,0,0,0,0,0,0,0.478
"37",37,0,0,0,0,0,0,0,0.474
"38",38,0,0,0,0,0,0,0,0.488
"39",39,0,0,0,0,0,0,0,0.466
"40",40,0,0,0,0,0,0,0,0.532
"41",41,0,0,0,0,0,0,0,0.466
"42",42,0,0,0,0,0,0,0,0.452
"43",43,0,0,0,0,0,0,0,0.48
"44",44,0,0,0,0,0,0,0,0.45
"45",45,0,0,0,0,0,0,0,0.488
"46",46,0,0,0,0,0,0,0,0.472
"47",47,0,0,0,0,0,0,0,0.434
"48",48,0,0,0,0,0,0,0,0.468
"49",49,0,0,0,0,0,0,0,0.516
"50",50,0,0,0,0,0,0,0,0.512
