"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.56
"2",2,0,0,0,0,0,0,0,0,0.618
"3",3,0,0,0,0,0,0,0,0,0.624
"4",4,0,0,0,0,0,0,0,0,0.618
"5",5,0,0,0,0,0,0,0,0,0.54
"6",6,0,0,0,0,0,0,0,0,0.59
"7",7,0,0,0,0,0,0,0,0,0.63
"8",8,0,0,0,0,0,0,0,0,0.594
"9",9,0,0,0,0,0,0,0,0,0.562
"10",10,0,0,0,0,0,0,0,0,0.564
"11",11,0,0,0,0,0,0,0,0,0.568
"12",12,0,0,0,0,0,0,0,0,0.576
"13",13,0,0,0,0,0,0,0,0,0.6
"14",14,0,0,0,0,0,0,0,0,0.576
"15",15,0,0,0,0,0,0,0,0,0.612
"16",16,0,0,0,0,0,0,0,0,0.578
"17",17,0,0,0,0,0,0,0,0,0.604
"18",18,0,0,0,0,0,0,0,0,0.594
"19",19,0,0,0,0,0,0,0,0,0.624
"20",20,0,0,0,0,0,0,0,0,0.6
"21",21,0,0,0,0,0,0,0,0,0.54
"22",22,0,0,0,0,0,0,0,0,0.644
"23",23,0,0,0,0,0,0,0,0,0.616
"24",24,0,0,0,0,0,0,0,0,0.584
"25",25,0,0,0,0,0,0,0,0,0.626
"26",26,0,0,0,0,0,0,0,0,0.542
"27",27,0,0,0,0,0,0,0,0,0.586
"28",28,0,0,0,0,0,0,0,0,0.568
"29",29,0,0,0,0,0,0,0,0,0.596
"30",30,0,0,0,0,0,0,0,0,0.624
"31",31,0,0,0,0,0,0,0,0,0.55
"32",32,0,0,0,0,0,0,0,0,0.62
"33",33,0,0,0,0,0,0,0,0,0.574
"34",34,0,0,0,0,0,0,0,0,0.62
"35",35,0,0,0,0,0,0,0,0,0.592
"36",36,0,0,0,0,0,0,0,0,0.596
"37",37,0,0,0,0,0,0,0,0,0.582
"38",38,0,0,0,0,0,0,0,0,0.632
"39",39,0,0,0,0,0,0,0,0,0.614
"40",40,0,0,0,0,0,0,0,0,0.57
"41",41,0,0,0,0,0,0,0,0,0.576
"42",42,0,0,0,0,0,0,0,0,0.548
"43",43,0,0,0,0,0,0,0,0,0.582
"44",44,0,0,0,0,0,0,0,0,0.552
"45",45,0,0,0,0,0,0,0,0,0.552
"46",46,0,0,0,0,0,0,0,0,0.638
"47",47,0,0,0,0,0,0,0,0,0.58
"48",48,0,0,0,0,0,0,0,0,0.556
"49",49,0,0,0,0,0,0,0,0,0.592
"50",50,0,0,0,0,0,0,0,0,0.59
