"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.138709677419355
"2",2,0,0,0,0,0,0,0,0.149350649350649
"3",3,0,0,0,0,0,0,0,0.16
"4",4,0,0,0,0,0,0,0,0.1513353115727
"5",5,0,0,0,0,0,0,0,0.158959537572254
"6",6,0,0,0,0,0,0,0,0.110091743119266
"7",7,0,0,0,0,0,0,0,0.158064516129032
"8",8,0,0,0,0,0,0,0,0.181556195965418
"9",9,0,0,0,0,0,0,0,0.123674911660777
"10",10,0,0,0,0,0,0,0,0.144694533762058
"11",11,0,0,0,0,0,0,0,0.157738095238095
"12",12,0,0,0,0,0,0,0,0.150684931506849
"13",13,0,0,0,0,0,0,0,0.148936170212766
"14",14,0,0,0,0,0,0,0,0.167164179104478
"15",15,0,0,0,0,0,0,0,0.141479099678457
"16",16,0,0,0,0,0,0,0,0.157738095238095
"17",17,0,0,0,0,0,0,0,0.173529411764706
"18",18,0,0,0,0,0,0,0,0.143292682926829
"19",19,0,0,0,0,0,0,0,0.140401146131805
"20",20,0,0,0,0,0,0,0,0.13015873015873
"21",21,0,0,0,0,0,0,0,0.175074183976261
"22",22,0,0,0,0,0,0,0,0.11875
"23",23,0,0,0,0,0,0,0,0.179487179487179
"24",24,0,0,0,0,0,0,0,0.135135135135135
"25",25,0,0,0,0,0,0,0,0.162241887905605
"26",26,0,0,0,0,0,0,0,0.18452380952381
"27",27,0,0,0,0,0,0,0,0.152112676056338
"28",28,0,0,0,0,0,0,0,0.140127388535032
"29",29,0,0,0,0,0,0,0,0.161585365853659
"30",30,0,0,0,0,0,0,0,0.139372822299652
"31",31,0,0,0,0,0,0,0,0.173020527859238
"32",32,0,0,0,0,0,0,0,0.089041095890411
"33",33,0,0,0,0,0,0,0,0.144970414201183
"34",34,0,0,0,0,0,0,0,0.168316831683168
"35",35,0,0,0,0,0,0,0,0.148367952522255
"36",36,0,0,0,0,0,0,0,0.164133738601824
"37",37,0,0,0,0,0,0,0,0.147335423197492
"38",38,0,0,0,0,0,0,0,0.139751552795031
"39",39,0,0,0,0,0,0,0,0.117088607594937
"40",40,0,0,0,0,0,0,0,0.137820512820513
"41",41,0,0,0,0,0,0,0,0.135802469135802
"42",42,0,0,0,0,0,0,0,0.135048231511254
"43",43,0,0,0,0,0,0,0,0.15954415954416
"44",44,0,0,0,0,0,0,0,0.14018691588785
"45",45,0,0,0,0,0,0,0,0.144230769230769
"46",46,0,0,0,0,0,0,0,0.155988857938719
"47",47,0,0,0,0,0,0,0,0.105590062111801
"48",48,0,0,0,0,0,0,0,0.140983606557377
"49",49,0,0,0,0,0,0,0,0.172955974842767
"50",50,0,0,0,0,0,0,0,0.143283582089552
