"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.534
"2",2,0,0,0,0,0,0,0,0.524
"3",3,0,0,0,0,0,0,0,0.546
"4",4,0,0,0,0,0,0,0,0.572
"5",5,0,0,0,0,0,0,0,0.582
"6",6,0,0,0,0,0,0,0,0.582
"7",7,0,0,0,0,0,0,0,0.522
"8",8,0,0,0,0,0,0,0,0.568
"9",9,0,0,0,0,0,0,0,0.496
"10",10,0,0,0,0,0,0,0,0.532
"11",11,0,0,0,0,0,0,0,0.566
"12",12,0,0,0,0,0,0,0,0.62
"13",13,0,0,0,0,0,0,0,0.56
"14",14,0,0,0,0,0,0,0,0.558
"15",15,0,0,0,0,0,0,0,0.534
"16",16,0,0,0,0,0,0,0,0.566
"17",17,0,0,0,0,0,0,0,0.562
"18",18,0,0,0,0,0,0,0,0.562
"19",19,0,0,0,0,0,0,0,0.6
"20",20,0,0,0,0,0,0,0,0.548
"21",21,0,0,0,0,0,0,0,0.556
"22",22,0,0,0,0,0,0,0,0.564
"23",23,0,0,0,0,0,0,0,0.576
"24",24,0,0,0,0,0,0,0,0.512
"25",25,0,0,0,0,0,0,0,0.568
"26",26,0,0,0,0,0,0,0,0.548
"27",27,0,0,0,0,0,0,0,0.602
"28",28,0,0,0,0,0,0,0,0.54
"29",29,0,0,0,0,0,0,0,0.55
"30",30,0,0,0,0,0,0,0,0.494
"31",31,0,0,0,0,0,0,0,0.564
"32",32,0,0,0,0,0,0,0,0.532
"33",33,0,0,0,0,0,0,0,0.578
"34",34,0,0,0,0,0,0,0,0.504
"35",35,0,0,0,0,0,0,0,0.574
"36",36,0,0,0,0,0,0,0,0.55
"37",37,0,0,0,0,0,0,0,0.544
"38",38,0,0,0,0,0,0,0,0.554
"39",39,0,0,0,0,0,0,0,0.558
"40",40,0,0,0,0,0,0,0,0.538
"41",41,0,0,0,0,0,0,0,0.56
"42",42,0,0,0,0,0,0,0,0.538
"43",43,0,0,0,0,0,0,0,0.59
"44",44,0,0,0,0,0,0,0,0.552
"45",45,0,0,0,0,0,0,0,0.534
"46",46,0,0,0,0,0,0,0,0.606
"47",47,0,0,0,0,0,0,0,0.576
"48",48,0,0,0,0,0,0,0,0.524
"49",49,0,0,0,0,0,0,0,0.526
"50",50,0,0,0,0,0,0,0,0.574
