"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.020746887966805
"2",2,0,0,0,0,0,0.0398230088495575
"3",3,0,0,0,0,0,0.0170212765957447
"4",4,0,0,0,0,0,0.0187793427230047
"5",5,0,0,0,0,0,0.0170212765957447
"6",6,0,0,0,0,0,0.0168776371308017
"7",7,0,0,0,0,0,0.046875
"8",8,0,0,0,0,0,0.00568181818181818
"9",9,0,0,0,0,0,0.0182648401826484
"10",10,0,0,0,0,0,0.00943396226415094
"11",11,0,0,0,0,0,0.0283400809716599
"12",12,0,0,0,0,0,0.0460251046025105
"13",13,0,0,0,0,0,0.0127659574468085
"14",14,0,0,0,0,0,0.0136363636363636
"15",15,0,0,0,0,0,0.0087719298245614
"16",16,0,0,0,0,0,0.0218340611353712
"17",17,0,0,0,0,0,0.0251046025104603
"18",18,0,0,0,0,0,0.0420168067226891
"19",19,0,0,0,0,0,0.0128205128205128
"20",20,0,0,0,0,0,0.027906976744186
"21",21,0,0,0,0,0,0.0170940170940171
"22",22,0,0,0,0,0,0.00909090909090909
"23",23,0,0,0,0,0,0.025531914893617
"24",24,0,0,0,0,0,0.0186046511627907
"25",25,0,0,0,0,0,0.0442477876106195
"26",26,0,0,0,0,0,0.0326530612244898
"27",27,0,0,0,0,0,0.0530973451327434
"28",28,0,0,0,0,0,0.05
"29",29,0,0,0,0,0,0.0199203187250996
"30",30,0,0,0,0,0,0.00421940928270042
"31",31,0,0,0,0,0,0.0219298245614035
"32",32,0,0,0,0,0,0.0278884462151394
"33",33,0,0,0,0,0,0.0127118644067797
"34",34,0,0,0,0,0,0.0217391304347826
"35",35,0,0,0,0,0,0.0177777777777778
"36",36,0,0,0,0,0,0.0169491525423729
"37",37,0,0,0,0,0,0.0168776371308017
"38",38,0,0,0,0,0,0.0292682926829268
"39",39,0,0,0,0,0,0.0135135135135135
"40",40,0,0,0,0,0,0.0286885245901639
"41",41,0,0,0,0,0,0.00904977375565611
"42",42,0,0,0,0,0,0.0128755364806867
"43",43,0,0,0,0,0,0.016260162601626
"44",44,0,0,0,0,0,0.0102564102564103
"45",45,0,0,0,0,0,0.0230414746543779
"46",46,0,0,0,0,0,0.0204081632653061
"47",47,0,0,0,0,0,0.0328638497652582
"48",48,0,0,0,0,0,0.0275229357798165
"49",49,0,0,0,0,0,0.027906976744186
"50",50,0,0,0,0,0,0.013953488372093
