"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.676,0.686,0,0,0,0
"2",2,0,0.702,0.702,0,0,0,0
"3",3,0,0.684,0.694,0,0,0,0
