"","Algorithm","Power","FDR"
"1","1D_MLE",0.50092,0.0924791269471544
"2","1D_NPMLE",0.5008,0.0923504156254572
"3","2D_NPMLE",0.56972,0.0884335006055977
"4","1D_Proj",0.50016,0.0914739497670512
"5","Welch",0.4254,0.0892900195595783
