"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.62
"2",2,0,0,0,0,0,0,0,0.574
"3",3,0,0,0,0,0,0,0,0.606
"4",4,0,0,0,0,0,0,0,0.626
"5",5,0,0,0,0,0,0,0,0.602
"6",6,0,0,0,0,0,0,0,0.594
"7",7,0,0,0,0,0,0,0,0.622
"8",8,0,0,0,0,0,0,0,0.636
"9",9,0,0,0,0,0,0,0,0.638
"10",10,0,0,0,0,0,0,0,0.662
"11",11,0,0,0,0,0,0,0,0.624
"12",12,0,0,0,0,0,0,0,0.626
"13",13,0,0,0,0,0,0,0,0.606
"14",14,0,0,0,0,0,0,0,0.634
"15",15,0,0,0,0,0,0,0,0.562
"16",16,0,0,0,0,0,0,0,0.618
"17",17,0,0,0,0,0,0,0,0.62
"18",18,0,0,0,0,0,0,0,0.588
"19",19,0,0,0,0,0,0,0,0.618
"20",20,0,0,0,0,0,0,0,0.608
"21",21,0,0,0,0,0,0,0,0.606
"22",22,0,0,0,0,0,0,0,0.604
"23",23,0,0,0,0,0,0,0,0.576
"24",24,0,0,0,0,0,0,0,0.614
"25",25,0,0,0,0,0,0,0,0.648
"26",26,0,0,0,0,0,0,0,0.628
"27",27,0,0,0,0,0,0,0,0.638
"28",28,0,0,0,0,0,0,0,0.556
"29",29,0,0,0,0,0,0,0,0.606
"30",30,0,0,0,0,0,0,0,0.594
"31",31,0,0,0,0,0,0,0,0.588
"32",32,0,0,0,0,0,0,0,0.606
"33",33,0,0,0,0,0,0,0,0.65
"34",34,0,0,0,0,0,0,0,0.642
"35",35,0,0,0,0,0,0,0,0.68
"36",36,0,0,0,0,0,0,0,0.634
"37",37,0,0,0,0,0,0,0,0.636
"38",38,0,0,0,0,0,0,0,0.604
"39",39,0,0,0,0,0,0,0,0.61
"40",40,0,0,0,0,0,0,0,0.596
"41",41,0,0,0,0,0,0,0,0.642
"42",42,0,0,0,0,0,0,0,0.6
"43",43,0,0,0,0,0,0,0,0.572
"44",44,0,0,0,0,0,0,0,0.626
"45",45,0,0,0,0,0,0,0,0.638
"46",46,0,0,0,0,0,0,0,0.636
"47",47,0,0,0,0,0,0,0,0.614
"48",48,0,0,0,0,0,0,0,0.634
"49",49,0,0,0,0,0,0,0,0.634
"50",50,0,0,0,0,0,0,0,0.606
