"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.494,0.578,0,0.462,0.344,0.494
"2",2,0,0.572,0.632,0,0.544,0.42,0.572
"3",3,0,0.546,0.604,0,0.526,0.416,0.546
"4",4,0,0.502,0.566,0,0.466,0.352,0.502
"5",5,0,0.568,0.62,0,0.536,0.412,0.568
"6",6,0,0.56,0.606,0,0.514,0.394,0.56
"7",7,0,0.596,0.652,0,0.568,0.456,0.596
"8",8,0,0.562,0.614,0,0.536,0.418,0.562
"9",9,0,0.578,0.624,0,0.544,0.438,0.578
"10",10,0,0.53,0.6,0,0.48,0.374,0.53
"11",11,0,0.552,0.602,0,0.532,0.414,0.552
"12",12,0,0.554,0.644,0,0.528,0.434,0.554
"13",13,0,0.524,0.62,0,0.482,0.382,0.524
"14",14,0,0.59,0.638,0,0.56,0.432,0.594
"15",15,0,0.566,0.644,0,0.536,0.394,0.566
"16",16,0,0.54,0.606,0,0.494,0.364,0.54
"17",17,0,0.542,0.61,0,0.53,0.384,0.54
"18",18,0,0.528,0.592,0,0.504,0.37,0.53
"19",19,0,0.6,0.668,0,0.57,0.428,0.6
"20",20,0,0.606,0.672,0,0.58,0.482,0.608
"21",21,0,0.552,0.632,0,0.522,0.394,0.552
"22",22,0,0.562,0.644,0,0.528,0.406,0.564
"23",23,0,0.512,0.586,0,0.488,0.354,0.512
"24",24,0,0.536,0.584,0,0.508,0.398,0.536
"25",25,0,0.58,0.598,0,0.528,0.376,0.58
"26",26,0,0.61,0.648,0,0.572,0.468,0.614
"27",27,0,0.584,0.634,0,0.554,0.46,0.584
"28",28,0,0.546,0.62,0,0.528,0.412,0.546
"29",29,0,0.572,0.632,0,0.54,0.436,0.576
"30",30,0,0.572,0.628,0,0.536,0.44,0.572
"31",31,0,0.536,0.598,0,0.512,0.366,0.536
"32",32,0,0.558,0.594,0,0.528,0.426,0.558
"33",33,0,0.55,0.614,0,0.512,0.392,0.554
"34",34,0,0.554,0.584,0,0.532,0.414,0.554
"35",35,0,0.532,0.6,0,0.496,0.406,0.534
"36",36,0,0.584,0.644,0,0.558,0.436,0.586
"37",37,0,0.53,0.594,0,0.486,0.372,0.53
"38",38,0,0.552,0.612,0,0.514,0.424,0.55
"39",39,0,0.542,0.594,0,0.512,0.384,0.546
"40",40,0,0.568,0.64,0,0.542,0.424,0.568
"41",41,0,0.624,0.658,0,0.59,0.494,0.622
"42",42,0,0.536,0.618,0,0.498,0.386,0.538
"43",43,0,0.514,0.592,0,0.494,0.392,0.514
"44",44,0,0.528,0.588,0,0.49,0.35,0.526
"45",45,0,0.578,0.618,0,0.556,0.424,0.578
"46",46,0,0.532,0.6,0,0.496,0.384,0.532
"47",47,0,0.542,0.602,0,0.532,0.356,0.544
"48",48,0,0.562,0.628,0,0.532,0.416,0.562
"49",49,0,0.57,0.618,0,0.538,0.396,0.57
"50",50,0,0.59,0.64,0,0.56,0.378,0.586
