"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.586
"2",2,0,0,0,0,0,0,0,0,0.576
"3",3,0,0,0,0,0,0,0,0,0.64
"4",4,0,0,0,0,0,0,0,0,0.628
"5",5,0,0,0,0,0,0,0,0,0.648
"6",6,0,0,0,0,0,0,0,0,0.56
"7",7,0,0,0,0,0,0,0,0,0.612
"8",8,0,0,0,0,0,0,0,0,0.632
"9",9,0,0,0,0,0,0,0,0,0.622
"10",10,0,0,0,0,0,0,0,0,0.622
"11",11,0,0,0,0,0,0,0,0,0.63
"12",12,0,0,0,0,0,0,0,0,0.612
"13",13,0,0,0,0,0,0,0,0,0.64
"14",14,0,0,0,0,0,0,0,0,0.628
"15",15,0,0,0,0,0,0,0,0,0.618
"16",16,0,0,0,0,0,0,0,0,0.598
"17",17,0,0,0,0,0,0,0,0,0.604
"18",18,0,0,0,0,0,0,0,0,0.636
"19",19,0,0,0,0,0,0,0,0,0.614
"20",20,0,0,0,0,0,0,0,0,0.59
"21",21,0,0,0,0,0,0,0,0,0.618
"22",22,0,0,0,0,0,0,0,0,0.632
"23",23,0,0,0,0,0,0,0,0,0.59
"24",24,0,0,0,0,0,0,0,0,0.612
"25",25,0,0,0,0,0,0,0,0,0.606
"26",26,0,0,0,0,0,0,0,0,0.664
"27",27,0,0,0,0,0,0,0,0,0.6
"28",28,0,0,0,0,0,0,0,0,0.652
"29",29,0,0,0,0,0,0,0,0,0.616
"30",30,0,0,0,0,0,0,0,0,0.598
"31",31,0,0,0,0,0,0,0,0,0.634
"32",32,0,0,0,0,0,0,0,0,0.644
"33",33,0,0,0,0,0,0,0,0,0.618
"34",34,0,0,0,0,0,0,0,0,0.644
"35",35,0,0,0,0,0,0,0,0,0.632
"36",36,0,0,0,0,0,0,0,0,0.644
"37",37,0,0,0,0,0,0,0,0,0.566
"38",38,0,0,0,0,0,0,0,0,0.598
"39",39,0,0,0,0,0,0,0,0,0.61
"40",40,0,0,0,0,0,0,0,0,0.61
"41",41,0,0,0,0,0,0,0,0,0.62
"42",42,0,0,0,0,0,0,0,0,0.616
"43",43,0,0,0,0,0,0,0,0,0.64
"44",44,0,0,0,0,0,0,0,0,0.59
"45",45,0,0,0,0,0,0,0,0,0.61
"46",46,0,0,0,0,0,0,0,0,0.63
"47",47,0,0,0,0,0,0,0,0,0.622
"48",48,0,0,0,0,0,0,0,0,0.56
"49",49,0,0,0,0,0,0,0,0,0.608
"50",50,0,0,0,0,0,0,0,0,0.61
