"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.55636,0.0922085472551648
"2","2D_NPMLE",0.61668,0.0898567017972536
"3","Welch",0.52548,0.0733149946176571
"4","B_F",0.40544,0.0161766550133963
"5","Pooled_t",0.5568,0.0925177439016515
