"","Algorithm","Power","FDR"
"1","1D_MLE",0.58676,0.0893456894277548
"2","1D_NPMLE",0.58668,0.0890708911724349
"3","2D_NPMLE",0.6198,0.0877208202956315
"4","1D_Proj",0.58632,0.0888327869687478
"5","Welch",0.5498,0.086294858505887
