"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.0561224489795918,0.0483460559796438,0,0,0,0
"2",2,0,0.10969387755102,0.0997442455242967,0,0,0,0
"3",3,0,0.0985576923076923,0.09375,0,0,0,0
"4",4,0,0.0636132315521628,0.0603015075376884,0,0,0,0
"5",5,0,0.0897435897435897,0.0902061855670103,0,0,0,0
"6",6,0,0.0890052356020942,0.10941475826972,0,0,0,0
"7",7,0,0.109137055837563,0.0883116883116883,0,0,0,0
"8",8,0,0.0946291560102302,0.108374384236453,0,0,0,0
"9",9,0,0.0858585858585859,0.101485148514851,0,0,0,0
"10",10,0,0.0951156812339332,0.100502512562814,0,0,0,0
"11",11,0,0.0987341772151899,0.105,0,0,0,0
"12",12,0,0.0723192019950125,0.0857843137254902,0,0,0,0
"13",13,0,0.0786802030456853,0.0763358778625954,0,0,0,0
"14",14,0,0.115384615384615,0.0922330097087379,0,0,0,0
"15",15,0,0.0869565217391304,0.10377358490566,0,0,0,0
"16",16,0,0.094147582697201,0.106172839506173,0,0,0,0
"17",17,0,0.089974293059126,0.107231920199501,0,0,0,0
"18",18,0,0.0831168831168831,0.0943877551020408,0,0,0,0
"19",19,0,0.0894736842105263,0.0641711229946524,0,0,0,0
"20",20,0,0.0773333333333333,0.0746666666666667,0,0,0,0
"21",21,0,0.0992167101827676,0.0916230366492147,0,0,0,0
"22",22,0,0.0894736842105263,0.0989583333333333,0,0,0,0
"23",23,0,0.10379746835443,0.0946291560102302,0,0,0,0
"24",24,0,0.0816326530612245,0.0860759493670886,0,0,0,0
"25",25,0,0.0844686648501362,0.0808625336927224,0,0,0,0
"26",26,0,0.0664893617021277,0.064343163538874,0,0,0,0
"27",27,0,0.104591836734694,0.0911392405063291,0,0,0,0
"28",28,0,0.0841346153846154,0.0950118764845606,0,0,0,0
"29",29,0,0.084788029925187,0.082089552238806,0,0,0,0
"30",30,0,0.0773067331670823,0.0794044665012407,0,0,0,0
"31",31,0,0.0833333333333333,0.0909090909090909,0,0,0,0
"32",32,0,0.0957178841309824,0.0979899497487437,0,0,0,0
"33",33,0,0.0956072351421189,0.0972568578553616,0,0,0,0
"34",34,0,0.105651105651106,0.102689486552567,0,0,0,0
"35",35,0,0.0802005012531328,0.0784810126582278,0,0,0,0
"36",36,0,0.0710382513661202,0.0708446866485014,0,0,0,0
"37",37,0,0.0918367346938776,0.089058524173028,0,0,0,0
"38",38,0,0.0943877551020408,0.0843989769820972,0,0,0,0
"39",39,0,0.0708661417322835,0.068241469816273,0,0,0,0
"40",40,0,0.110091743119266,0.113378684807256,0,0,0,0
"41",41,0,0.0831295843520782,0.100961538461538,0,0,0,0
"42",42,0,0.100719424460432,0.0983213429256595,0,0,0,0
"43",43,0,0.0960591133004926,0.100737100737101,0,0,0,0
"44",44,0,0.109090909090909,0.0989583333333333,0,0,0,0
"45",45,0,0.107769423558897,0.112745098039216,0,0,0,0
"46",46,0,0.104738154613466,0.100985221674877,0,0,0,0
"47",47,0,0.126760563380282,0.121212121212121,0,0,0,0
"48",48,0,0.0855614973262032,0.0650406504065041,0,0,0,0
"49",49,0,0.06426735218509,0.0661577608142494,0,0,0,0
"50",50,0,0.083756345177665,0.0714285714285714,0,0,0,0
