"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.722
"2",2,0,0,0,0,0,0,0,0,0.692
"3",3,0,0,0,0,0,0,0,0,0.71
"4",4,0,0,0,0,0,0,0,0,0.752
"5",5,0,0,0,0,0,0,0,0,0.754
"6",6,0,0,0,0,0,0,0,0,0.742
"7",7,0,0,0,0,0,0,0,0,0.712
"8",8,0,0,0,0,0,0,0,0,0.736
"9",9,0,0,0,0,0,0,0,0,0.706
"10",10,0,0,0,0,0,0,0,0,0.72
"11",11,0,0,0,0,0,0,0,0,0.738
"12",12,0,0,0,0,0,0,0,0,0.728
"13",13,0,0,0,0,0,0,0,0,0.742
"14",14,0,0,0,0,0,0,0,0,0.75
"15",15,0,0,0,0,0,0,0,0,0.756
"16",16,0,0,0,0,0,0,0,0,0.716
"17",17,0,0,0,0,0,0,0,0,0.726
"18",18,0,0,0,0,0,0,0,0,0.716
"19",19,0,0,0,0,0,0,0,0,0.716
"20",20,0,0,0,0,0,0,0,0,0.706
"21",21,0,0,0,0,0,0,0,0,0.736
"22",22,0,0,0,0,0,0,0,0,0.732
"23",23,0,0,0,0,0,0,0,0,0.72
"24",24,0,0,0,0,0,0,0,0,0.738
"25",25,0,0,0,0,0,0,0,0,0.748
"26",26,0,0,0,0,0,0,0,0,0.744
"27",27,0,0,0,0,0,0,0,0,0.726
"28",28,0,0,0,0,0,0,0,0,0.716
"29",29,0,0,0,0,0,0,0,0,0.736
"30",30,0,0,0,0,0,0,0,0,0.724
"31",31,0,0,0,0,0,0,0,0,0.7
"32",32,0,0,0,0,0,0,0,0,0.74
"33",33,0,0,0,0,0,0,0,0,0.69
"34",34,0,0,0,0,0,0,0,0,0.734
"35",35,0,0,0,0,0,0,0,0,0.724
"36",36,0,0,0,0,0,0,0,0,0.742
"37",37,0,0,0,0,0,0,0,0,0.73
"38",38,0,0,0,0,0,0,0,0,0.73
"39",39,0,0,0,0,0,0,0,0,0.742
"40",40,0,0,0,0,0,0,0,0,0.708
"41",41,0,0,0,0,0,0,0,0,0.736
"42",42,0,0,0,0,0,0,0,0,0.752
"43",43,0,0,0,0,0,0,0,0,0.738
"44",44,0,0,0,0,0,0,0,0,0.678
"45",45,0,0,0,0,0,0,0,0,0.746
"46",46,0,0,0,0,0,0,0,0,0.7
"47",47,0,0,0,0,0,0,0,0,0.728
"48",48,0,0,0,0,0,0,0,0,0.728
"49",49,0,0,0,0,0,0,0,0,0.736
"50",50,0,0,0,0,0,0,0,0,0.74
