"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.696
"2",2,0,0,0,0,0,0,0,0.72
"3",3,0,0,0,0,0,0,0,0.726
"4",4,0,0,0,0,0,0,0,0.71
"5",5,0,0,0,0,0,0,0,0.716
"6",6,0,0,0,0,0,0,0,0.732
"7",7,0,0,0,0,0,0,0,0.684
"8",8,0,0,0,0,0,0,0,0.722
"9",9,0,0,0,0,0,0,0,0.726
"10",10,0,0,0,0,0,0,0,0.682
"11",11,0,0,0,0,0,0,0,0.7
"12",12,0,0,0,0,0,0,0,0.72
"13",13,0,0,0,0,0,0,0,0.69
"14",14,0,0,0,0,0,0,0,0.698
"15",15,0,0,0,0,0,0,0,0.712
"16",16,0,0,0,0,0,0,0,0.71
"17",17,0,0,0,0,0,0,0,0.71
"18",18,0,0,0,0,0,0,0,0.716
"19",19,0,0,0,0,0,0,0,0.7
"20",20,0,0,0,0,0,0,0,0.712
"21",21,0,0,0,0,0,0,0,0.686
"22",22,0,0,0,0,0,0,0,0.706
"23",23,0,0,0,0,0,0,0,0.712
"24",24,0,0,0,0,0,0,0,0.722
"25",25,0,0,0,0,0,0,0,0.68
"26",26,0,0,0,0,0,0,0,0.694
"27",27,0,0,0,0,0,0,0,0.694
"28",28,0,0,0,0,0,0,0,0.658
"29",29,0,0,0,0,0,0,0,0.74
"30",30,0,0,0,0,0,0,0,0.674
"31",31,0,0,0,0,0,0,0,0.692
"32",32,0,0,0,0,0,0,0,0.706
"33",33,0,0,0,0,0,0,0,0.692
"34",34,0,0,0,0,0,0,0,0.712
"35",35,0,0,0,0,0,0,0,0.66
"36",36,0,0,0,0,0,0,0,0.744
"37",37,0,0,0,0,0,0,0,0.716
"38",38,0,0,0,0,0,0,0,0.654
"39",39,0,0,0,0,0,0,0,0.72
"40",40,0,0,0,0,0,0,0,0.684
"41",41,0,0,0,0,0,0,0,0.69
"42",42,0,0,0,0,0,0,0,0.75
"43",43,0,0,0,0,0,0,0,0.696
"44",44,0,0,0,0,0,0,0,0.706
"45",45,0,0,0,0,0,0,0,0.74
"46",46,0,0,0,0,0,0,0,0.692
"47",47,0,0,0,0,0,0,0,0.698
"48",48,0,0,0,0,0,0,0,0.702
"49",49,0,0,0,0,0,0,0,0.684
"50",50,0,0,0,0,0,0,0,0.676
