"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.201327433628319
"2",2,0,0,0,0,0,0,0,0,0.191588785046729
"3",3,0,0,0,0,0,0,0,0,0.170560747663551
"4",4,0,0,0,0,0,0,0,0,0.186147186147186
"5",5,0,0,0,0,0,0,0,0,0.135321100917431
"6",6,0,0,0,0,0,0,0,0,0.164414414414414
"7",7,0,0,0,0,0,0,0,0,0.140096618357488
"8",8,0,0,0,0,0,0,0,0,0.171171171171171
"9",9,0,0,0,0,0,0,0,0,0.180974477958237
"10",10,0,0,0,0,0,0,0,0,0.164733178654292
"11",11,0,0,0,0,0,0,0,0,0.170786516853933
"12",12,0,0,0,0,0,0,0,0,0.168949771689498
"13",13,0,0,0,0,0,0,0,0,0.168161434977578
"14",14,0,0,0,0,0,0,0,0,0.15158371040724
"15",15,0,0,0,0,0,0,0,0,0.188841201716738
"16",16,0,0,0,0,0,0,0,0,0.173210161662818
"17",17,0,0,0,0,0,0,0,0,0.161662817551963
"18",18,0,0,0,0,0,0,0,0,0.204444444444444
"19",19,0,0,0,0,0,0,0,0,0.171296296296296
"20",20,0,0,0,0,0,0,0,0,0.222466960352423
"21",21,0,0,0,0,0,0,0,0,0.176733780760626
"22",22,0,0,0,0,0,0,0,0,0.200873362445415
"23",23,0,0,0,0,0,0,0,0,0.172413793103448
"24",24,0,0,0,0,0,0,0,0,0.170786516853933
"25",25,0,0,0,0,0,0,0,0,0.155756207674944
"26",26,0,0,0,0,0,0,0,0,0.148741418764302
"27",27,0,0,0,0,0,0,0,0,0.141843971631206
"28",28,0,0,0,0,0,0,0,0,0.184510250569476
"29",29,0,0,0,0,0,0,0,0,0.226890756302521
"30",30,0,0,0,0,0,0,0,0,0.175398633257403
"31",31,0,0,0,0,0,0,0,0,0.129353233830846
"32",32,0,0,0,0,0,0,0,0,0.185022026431718
"33",33,0,0,0,0,0,0,0,0,0.170673076923077
"34",34,0,0,0,0,0,0,0,0,0.165909090909091
"35",35,0,0,0,0,0,0,0,0,0.136038186157518
"36",36,0,0,0,0,0,0,0,0,0.141203703703704
"37",37,0,0,0,0,0,0,0,0,0.187082405345212
"38",38,0,0,0,0,0,0,0,0,0.157043879907621
"39",39,0,0,0,0,0,0,0,0,0.171875
"40",40,0,0,0,0,0,0,0,0,0.209821428571429
"41",41,0,0,0,0,0,0,0,0,0.191208791208791
"42",42,0,0,0,0,0,0,0,0,0.206751054852321
"43",43,0,0,0,0,0,0,0,0,0.197826086956522
"44",44,0,0,0,0,0,0,0,0,0.158808933002481
"45",45,0,0,0,0,0,0,0,0,0.152272727272727
"46",46,0,0,0,0,0,0,0,0,0.164677804295943
"47",47,0,0,0,0,0,0,0,0,0.161290322580645
"48",48,0,0,0,0,0,0,0,0,0.217204301075269
"49",49,0,0,0,0,0,0,0,0,0.194748358862144
"50",50,0,0,0,0,0,0,0,0,0.183222958057395
