"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.10997442455243
"2",2,0,0,0,0,0,0,0,0.119804400977995
"3",3,0,0,0,0,0,0,0,0.118932038834951
"4",4,0,0,0,0,0,0,0,0.110275689223058
"5",5,0,0,0,0,0,0,0,0.113861386138614
"6",6,0,0,0,0,0,0,0,0.113801452784504
"7",7,0,0,0,0,0,0,0,0.088
"8",8,0,0,0,0,0,0,0,0.083756345177665
"9",9,0,0,0,0,0,0,0,0.0856423173803526
"10",10,0,0,0,0,0,0,0,0.132315521628499
"11",11,0,0,0,0,0,0,0,0.118387909319899
"12",12,0,0,0,0,0,0,0,0.12621359223301
"13",13,0,0,0,0,0,0,0,0.133165829145729
"14",14,0,0,0,0,0,0,0,0.154963680387409
"15",15,0,0,0,0,0,0,0,0.127450980392157
"16",16,0,0,0,0,0,0,0,0.0897435897435897
"17",17,0,0,0,0,0,0,0,0.0920716112531969
"18",18,0,0,0,0,0,0,0,0.11166253101737
"19",19,0,0,0,0,0,0,0,0.102564102564103
"20",20,0,0,0,0,0,0,0,0.0895140664961637
"21",21,0,0,0,0,0,0,0,0.0853333333333333
"22",22,0,0,0,0,0,0,0,0.0971867007672634
"23",23,0,0,0,0,0,0,0,0.114427860696517
"24",24,0,0,0,0,0,0,0,0.144549763033175
"25",25,0,0,0,0,0,0,0,0.0981432360742706
"26",26,0,0,0,0,0,0,0,0.11704834605598
"27",27,0,0,0,0,0,0,0,0.125944584382872
"28",28,0,0,0,0,0,0,0,0.113207547169811
"29",29,0,0,0,0,0,0,0,0.164785553047404
"30",30,0,0,0,0,0,0,0,0.0891891891891892
"31",31,0,0,0,0,0,0,0,0.130653266331658
"32",32,0,0,0,0,0,0,0,0.132678132678133
"33",33,0,0,0,0,0,0,0,0.10594315245478
"34",34,0,0,0,0,0,0,0,0.138014527845036
"35",35,0,0,0,0,0,0,0,0.126984126984127
"36",36,0,0,0,0,0,0,0,0.156462585034014
"37",37,0,0,0,0,0,0,0,0.105
"38",38,0,0,0,0,0,0,0,0.120967741935484
"39",39,0,0,0,0,0,0,0,0.106699751861042
"40",40,0,0,0,0,0,0,0,0.116279069767442
"41",41,0,0,0,0,0,0,0,0.0968586387434555
"42",42,0,0,0,0,0,0,0,0.100719424460432
"43",43,0,0,0,0,0,0,0,0.103092783505155
"44",44,0,0,0,0,0,0,0,0.0925449871465296
"45",45,0,0,0,0,0,0,0,0.0953545232273839
"46",46,0,0,0,0,0,0,0,0.10594315245478
"47",47,0,0,0,0,0,0,0,0.118686868686869
"48",48,0,0,0,0,0,0,0,0.15421686746988
"49",49,0,0,0,0,0,0,0,0.125319693094629
"50",50,0,0,0,0,0,0,0,0.115183246073298
