"","Algorithm","Power","FDR"
"1","1D_MLE",0.5602,0.083657682420704
"2","1D_NPMLE",0.56056,0.0832126882317789
"3","2D_NPMLE",0.61036,0.0910276726259856
"4","1D_Proj",0.56,0.0832547302924254
"5","Welch",0.52228,0.0713316665637274
