"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0.0661157024793388,0.0635359116022099,0.0932642487046632,0.0664819944598338,0.0700280112044818
"2",2,0.100529100529101,0.100529100529101,0.118251928020566,0.100529100529101,0.102150537634409
"3",3,0.0851063829787234,0.0851063829787234,0.0731070496083551,0.0851063829787234,0.068870523415978
"4",4,0.118131868131868,0.118131868131868,0.0954907161803713,0.115702479338843,0.114525139664804
"5",5,0.0891891891891892,0.0913978494623656,0.127937336814621,0.0889487870619946,0.0856353591160221
"6",6,0.092436974789916,0.0944444444444444,0.0901639344262295,0.0919220055710306,0.0929577464788732
"7",7,0.0598290598290598,0.0598290598290598,0.0677506775067751,0.0598290598290598,0.0647887323943662
"8",8,0.0623229461756374,0.0598290598290598,0.0693333333333333,0.0625,0.0555555555555556
"9",9,0.108179419525066,0.108179419525066,0.1015625,0.108179419525066,0.0926430517711172
"10",10,0.0739644970414201,0.0739644970414201,0.069164265129683,0.0739644970414201,0.0703363914373089
"11",11,0.103542234332425,0.103825136612022,0.088,0.103825136612022,0.0875706214689266
"12",12,0.0914285714285714,0.0867052023121387,0.092436974789916,0.0893371757925072,0.0884955752212389
"13",13,0.0515759312320917,0.0515759312320917,0.047887323943662,0.0515759312320917,0.0670553935860058
"14",14,0.07202216066482,0.0724233983286908,0.0956072351421189,0.0724233983286908,0.064327485380117
"15",15,0.11142061281337,0.11142061281337,0.0753623188405797,0.11142061281337,0.117977528089888
"16",16,0.152230971128609,0.152230971128609,0.122340425531915,0.152230971128609,0.146276595744681
"17",17,0.0952380952380952,0.0928381962864721,0.0883116883116883,0.0954907161803713,0.0775623268698061
"18",18,0.0986301369863014,0.09366391184573,0.107894736842105,0.09366391184573,0.0870786516853933
"19",19,0.0576368876080692,0.0576368876080692,0.0635359116022099,0.0576368876080692,0.0581395348837209
"20",20,0.0636363636363636,0.0664652567975831,0.0804597701149425,0.0664652567975831,0.0646153846153846
"21",21,0.0754189944134078,0.0754189944134078,0.0855614973262032,0.0754189944134078,0.0767045454545455
"22",22,0.0906515580736544,0.0932203389830508,0.0773480662983425,0.0932203389830508,0.107344632768362
"23",23,0.0668604651162791,0.063953488372093,0.0951086956521739,0.0668604651162791,0.0682492581602374
"24",24,0.0797872340425532,0.0822281167108753,0.0948717948717949,0.0822281167108753,0.0684931506849315
"25",25,0.0698324022346369,0.0724233983286908,0.0659340659340659,0.0724233983286908,0.0700280112044818
"26",26,0.103825136612022,0.103825136612022,0.0954907161803713,0.103825136612022,0.0926966292134832
"27",27,0.0740740740740741,0.0738636363636364,0.0710382513661202,0.0738636363636364,0.0735294117647059
"28",28,0.0853994490358127,0.0851648351648352,0.0857908847184987,0.0851648351648352,0.0742857142857143
"29",29,0.0911764705882353,0.093841642228739,0.107558139534884,0.093841642228739,0.0790273556231003
"30",30,0.101156069364162,0.100864553314121,0.0847457627118644,0.100864553314121,0.100574712643678
"31",31,0.0566037735849057,0.0566037735849057,0.0483870967741935,0.0566037735849057,0.0494505494505494
"32",32,0.0767045454545455,0.0795454545454545,0.0796703296703297,0.0793201133144476,0.0572289156626506
"33",33,0.0970350404312668,0.0989304812834225,0.0855614973262032,0.0989304812834225,0.110810810810811
"34",34,0.094488188976378,0.094488188976378,0.100515463917526,0.094488188976378,0.107894736842105
"35",35,0.0949720670391061,0.0974930362116992,0.0918918918918919,0.0949720670391061,0.0909090909090909
"36",36,0.125984251968504,0.125984251968504,0.128865979381443,0.131233595800525,0.117962466487936
"37",37,0.0633608815426997,0.0631868131868132,0.0536193029490617,0.0631868131868132,0.0571428571428571
"38",38,0.101408450704225,0.101408450704225,0.0986301369863014,0.101408450704225,0.103151862464183
"39",39,0.0833333333333333,0.0833333333333333,0.0879120879120879,0.0833333333333333,0.0816326530612245
"40",40,0.102209944751381,0.102493074792244,0.0769230769230769,0.1,0.0922190201729107
"41",41,0.103932584269663,0.103932584269663,0.0786516853932584,0.106442577030812,0.0919540229885057
"42",42,0.0727762803234501,0.0797872340425532,0.0677083333333333,0.0797872340425532,0.0857908847184987
"43",43,0.0728291316526611,0.0728291316526611,0.0808625336927224,0.0728291316526611,0.0689655172413793
"44",44,0.0688622754491018,0.0660660660660661,0.0668604651162791,0.0690690690690691,0.0664652567975831
"45",45,0.101928374655647,0.0944444444444444,0.0853333333333333,0.0994475138121547,0.0994475138121547
"46",46,0.0926966292134832,0.0926966292134832,0.0754189944134078,0.0926966292134832,0.101694915254237
"47",47,0.114882506527415,0.112860892388451,0.11025641025641,0.115183246073298,0.103260869565217
"48",48,0.092896174863388,0.0951086956521739,0.0979381443298969,0.0953678474114441,0.0961538461538462
"49",49,0.0988372093023256,0.0962099125364431,0.0847457627118644,0.0962099125364431,0.0953757225433526
"50",50,0.0947075208913649,0.0972222222222222,0.0951086956521739,0.0944444444444444,0.0977011494252874
