"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.594
"2",2,0,0,0,0,0,0.626
"3",3,0,0,0,0,0,0.568
"4",4,0,0,0,0,0,0.59
"5",5,0,0,0,0,0,0.62
"6",6,0,0,0,0,0,0.612
"7",7,0,0,0,0,0,0.62
"8",8,0,0,0,0,0,0.614
"9",9,0,0,0,0,0,0.6
"10",10,0,0,0,0,0,0.616
"11",11,0,0,0,0,0,0.596
"12",12,0,0,0,0,0,0.622
"13",13,0,0,0,0,0,0.584
"14",14,0,0,0,0,0,0.63
"15",15,0,0,0,0,0,0.604
"16",16,0,0,0,0,0,0.596
"17",17,0,0,0,0,0,0.526
"18",18,0,0,0,0,0,0.566
"19",19,0,0,0,0,0,0.598
"20",20,0,0,0,0,0,0.584
"21",21,0,0,0,0,0,0.606
"22",22,0,0,0,0,0,0.624
"23",23,0,0,0,0,0,0.676
"24",24,0,0,0,0,0,0.582
"25",25,0,0,0,0,0,0.584
"26",26,0,0,0,0,0,0.606
"27",27,0,0,0,0,0,0.614
"28",28,0,0,0,0,0,0.586
"29",29,0,0,0,0,0,0.608
"30",30,0,0,0,0,0,0.56
"31",31,0,0,0,0,0,0.562
"32",32,0,0,0,0,0,0.604
"33",33,0,0,0,0,0,0.594
"34",34,0,0,0,0,0,0.618
"35",35,0,0,0,0,0,0.594
"36",36,0,0,0,0,0,0.624
"37",37,0,0,0,0,0,0.592
"38",38,0,0,0,0,0,0.628
"39",39,0,0,0,0,0,0.568
"40",40,0,0,0,0,0,0.596
"41",41,0,0,0,0,0,0.614
"42",42,0,0,0,0,0,0.616
"43",43,0,0,0,0,0,0.626
"44",44,0,0,0,0,0,0.568
"45",45,0,0,0,0,0,0.604
"46",46,0,0,0,0,0,0.61
"47",47,0,0,0,0,0,0.584
"48",48,0,0,0,0,0,0.598
"49",49,0,0,0,0,0,0.628
"50",50,0,0,0,0,0,0.6
