"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.0739549839228296,0.06875,0,0,0
"2",2,0,0.0695364238410596,0.0988023952095808,0,0,0
"3",3,0,0.0736196319018405,0.0911764705882353,0,0,0
"4",4,0,0.0771604938271605,0.0884955752212389,0,0,0
"5",5,0,0.097972972972973,0.0789473684210526,0,0,0
"6",6,0,0.0920245398773006,0.0778443113772455,0,0,0
"7",7,0,0.110032362459547,0.109090909090909,0,0,0
"8",8,0,0.0976331360946746,0.105882352941176,0,0,0
"9",9,0,0.0878378378378378,0.10223642172524,0,0,0
"10",10,0,0.110062893081761,0.115264797507788,0,0,0
"11",11,0,0.0649350649350649,0.0610932475884244,0,0,0
"12",12,0,0.0709677419354839,0.0757097791798107,0,0,0
"13",13,0,0.093167701863354,0.0721003134796238,0,0,0
"14",14,0,0.0806451612903226,0.0903614457831325,0,0,0
"15",15,0,0.136222910216718,0.129793510324484,0,0,0
"16",16,0,0.0900621118012422,0.0900900900900901,0,0,0
"17",17,0,0.0822368421052632,0.0932475884244373,0,0,0
"18",18,0,0.0792079207920792,0.0725552050473186,0,0,0
"19",19,0,0.0584192439862543,0.0631229235880399,0,0,0
"20",20,0,0.110410094637224,0.12797619047619,0,0,0
"21",21,0,0.111111111111111,0.107594936708861,0,0,0
"22",22,0,0.0825688073394495,0.0906432748538012,0,0,0
"23",23,0,0.0796178343949045,0.0883280757097792,0,0,0
"24",24,0,0.0735785953177258,0.0873493975903614,0,0,0
"25",25,0,0.0917721518987342,0.110429447852761,0,0,0
"26",26,0,0.0825396825396825,0.0823170731707317,0,0,0
"27",27,0,0.110062893081761,0.120234604105572,0,0,0
"28",28,0,0.0977198697068404,0.114906832298137,0,0,0
"29",29,0,0.0662251655629139,0.0705128205128205,0,0,0
"30",30,0,0.0976331360946746,0.0973451327433628,0,0,0
"31",31,0,0.101449275362319,0.107871720116618,0,0,0
"32",32,0,0.0964630225080386,0.102484472049689,0,0,0
"33",33,0,0.0802675585284281,0.0745762711864407,0,0,0
"34",34,0,0.0875420875420875,0.0733333333333333,0,0,0
"35",35,0,0.0679611650485437,0.0818181818181818,0,0,0
"36",36,0,0.0822784810126582,0.0914826498422713,0,0,0
"37",37,0,0.0856269113149847,0.0766961651917404,0,0,0
"38",38,0,0.0744336569579288,0.082018927444795,0,0,0
"39",39,0,0.0966666666666667,0.0789473684210526,0,0,0
"40",40,0,0.107491856677524,0.090032154340836,0,0,0
"41",41,0,0.112426035502959,0.117478510028653,0,0,0
"42",42,0,0.101226993865031,0.103244837758112,0,0,0
"43",43,0,0.106824925816024,0.109859154929577,0,0,0
"44",44,0,0.0952380952380952,0.106060606060606,0,0,0
"45",45,0,0.0949367088607595,0.0963855421686747,0,0,0
"46",46,0,0.128125,0.126074498567335,0,0,0
"47",47,0,0.0858085808580858,0.120845921450151,0,0,0
"48",48,0,0.0836120401337793,0.0932475884244373,0,0,0
"49",49,0,0.0802469135802469,0.0759878419452888,0,0,0
"50",50,0,0.105919003115265,0.111111111111111,0,0,0
