"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.5782,0.0899657304033554
"2","2D_NPMLE",0.62532,0.0909633492704266
"3","Welch",0.5448,0.0804023193966247
"4","B_F",0.43796,0.0201307260995386
"5","Pooled_t",0.57868,0.0905967111845237
