"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0809248554913295
"2",2,0,0,0,0,0,0,0,0,0.0740740740740741
"3",3,0,0,0,0,0,0,0,0,0.0811594202898551
"4",4,0,0,0,0,0,0,0,0,0.108695652173913
"5",5,0,0,0,0,0,0,0,0,0.103064066852368
"6",6,0,0,0,0,0,0,0,0,0.122994652406417
"7",7,0,0,0,0,0,0,0,0,0.086053412462908
"8",8,0,0,0,0,0,0,0,0,0.0757575757575758
"9",9,0,0,0,0,0,0,0,0,0.0784883720930233
"10",10,0,0,0,0,0,0,0,0,0.0712074303405573
"11",11,0,0,0,0,0,0,0,0,0.0762463343108504
"12",12,0,0,0,0,0,0,0,0,0.0804597701149425
"13",13,0,0,0,0,0,0,0,0,0.0901162790697674
"14",14,0,0,0,0,0,0,0,0,0.0823863636363636
"15",15,0,0,0,0,0,0,0,0,0.0819209039548023
"16",16,0,0,0,0,0,0,0,0,0.0720461095100865
"17",17,0,0,0,0,0,0,0,0,0.0645161290322581
"18",18,0,0,0,0,0,0,0,0,0.0751445086705202
"19",19,0,0,0,0,0,0,0,0,0.0819209039548023
"20",20,0,0,0,0,0,0,0,0,0.0862068965517241
"21",21,0,0,0,0,0,0,0,0,0.0920245398773006
"22",22,0,0,0,0,0,0,0,0,0.0927536231884058
"23",23,0,0,0,0,0,0,0,0,0.0962099125364431
"24",24,0,0,0,0,0,0,0,0,0.0793201133144476
"25",25,0,0,0,0,0,0,0,0,0.0854700854700855
"26",26,0,0,0,0,0,0,0,0,0.107238605898123
"27",27,0,0,0,0,0,0,0,0,0.101156069364162
"28",28,0,0,0,0,0,0,0,0,0.0626959247648903
"29",29,0,0,0,0,0,0,0,0,0.0825958702064897
"30",30,0,0,0,0,0,0,0,0,0.088145896656535
"31",31,0,0,0,0,0,0,0,0,0.0751445086705202
"32",32,0,0,0,0,0,0,0,0,0.0956521739130435
"33",33,0,0,0,0,0,0,0,0,0.0758426966292135
"34",34,0,0,0,0,0,0,0,0,0.0853658536585366
"35",35,0,0,0,0,0,0,0,0,0.0858725761772853
"36",36,0,0,0,0,0,0,0,0,0.0964187327823691
"37",37,0,0,0,0,0,0,0,0,0.0773333333333333
"38",38,0,0,0,0,0,0,0,0,0.0955056179775281
"39",39,0,0,0,0,0,0,0,0,0.0933734939759036
"40",40,0,0,0,0,0,0,0,0,0.0921787709497207
"41",41,0,0,0,0,0,0,0,0,0.0852272727272727
"42",42,0,0,0,0,0,0,0,0,0.107558139534884
"43",43,0,0,0,0,0,0,0,0,0.0933734939759036
"44",44,0,0,0,0,0,0,0,0,0.0725075528700906
"45",45,0,0,0,0,0,0,0,0,0.0750750750750751
"46",46,0,0,0,0,0,0,0,0,0.090625
"47",47,0,0,0,0,0,0,0,0,0.0778816199376947
"48",48,0,0,0,0,0,0,0,0,0.0511945392491468
"49",49,0,0,0,0,0,0,0,0,0.0655270655270655
"50",50,0,0,0,0,0,0,0,0,0.0662824207492795
