"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.105555555555556
"2",2,0,0,0,0,0,0,0,0.0951086956521739
"3",3,0,0,0,0,0,0,0,0.0930930930930931
"4",4,0,0,0,0,0,0,0,0.101538461538462
"5",5,0,0,0,0,0,0,0,0.120104438642298
"6",6,0,0,0,0,0,0,0,0.0824175824175824
"7",7,0,0,0,0,0,0,0,0.0820668693009119
"8",8,0,0,0,0,0,0,0,0.0994475138121547
"9",9,0,0,0,0,0,0,0,0.111111111111111
"10",10,0,0,0,0,0,0,0,0.0845481049562682
"11",11,0,0,0,0,0,0,0,0.109792284866469
"12",12,0,0,0,0,0,0,0,0.111111111111111
"13",13,0,0,0,0,0,0,0,0.0632530120481928
"14",14,0,0,0,0,0,0,0,0.135446685878963
"15",15,0,0,0,0,0,0,0,0.0847953216374269
"16",16,0,0,0,0,0,0,0,0.0864197530864197
"17",17,0,0,0,0,0,0,0,0.113372093023256
"18",18,0,0,0,0,0,0,0,0.106936416184971
"19",19,0,0,0,0,0,0,0,0.105263157894737
"20",20,0,0,0,0,0,0,0,0.108938547486034
"21",21,0,0,0,0,0,0,0,0.0875
"22",22,0,0,0,0,0,0,0,0.116207951070336
"23",23,0,0,0,0,0,0,0,0.135977337110482
"24",24,0,0,0,0,0,0,0,0.0766961651917404
"25",25,0,0,0,0,0,0,0,0.0657894736842105
"26",26,0,0,0,0,0,0,0,0.11436170212766
"27",27,0,0,0,0,0,0,0,0.0789473684210526
"28",28,0,0,0,0,0,0,0,0.102777777777778
"29",29,0,0,0,0,0,0,0,0.114285714285714
"30",30,0,0,0,0,0,0,0,0.08
"31",31,0,0,0,0,0,0,0,0.087719298245614
"32",32,0,0,0,0,0,0,0,0.113702623906706
"33",33,0,0,0,0,0,0,0,0.079646017699115
"34",34,0,0,0,0,0,0,0,0.109195402298851
"35",35,0,0,0,0,0,0,0,0.0798816568047337
"36",36,0,0,0,0,0,0,0,0.112359550561798
"37",37,0,0,0,0,0,0,0,0.0789473684210526
"38",38,0,0,0,0,0,0,0,0.101492537313433
"39",39,0,0,0,0,0,0,0,0.0985507246376812
"40",40,0,0,0,0,0,0,0,0.108024691358025
"41",41,0,0,0,0,0,0,0,0.122562674094708
"42",42,0,0,0,0,0,0,0,0.0840336134453782
"43",43,0,0,0,0,0,0,0,0.119113573407202
"44",44,0,0,0,0,0,0,0,0.0901408450704225
"45",45,0,0,0,0,0,0,0,0.116279069767442
"46",46,0,0,0,0,0,0,0,0.0965909090909091
"47",47,0,0,0,0,0,0,0,0.114525139664804
"48",48,0,0,0,0,0,0,0,0.0798816568047337
"49",49,0,0,0,0,0,0,0,0.121621621621622
"50",50,0,0,0,0,0,0,0,0.11025641025641
