"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.542,0.596,0,0.46,0.212,0.542
"2",2,0,0.544,0.622,0,0.502,0.324,0.548
"3",3,0,0.518,0.59,0,0.448,0.182,0.518
"4",4,0,0.568,0.626,0,0.5,0.264,0.57
"5",5,0,0.528,0.62,0,0.462,0.21,0.53
"6",6,0,0.524,0.576,0,0.44,0.174,0.522
"7",7,0,0.542,0.602,0,0.454,0.218,0.54
"8",8,0,0.548,0.638,0,0.5,0.256,0.548
"9",9,0,0.57,0.618,0,0.486,0.236,0.57
"10",10,0,0.546,0.608,0,0.48,0.296,0.546
"11",11,0,0.558,0.602,0,0.488,0.308,0.56
"12",12,0,0.512,0.588,0,0.448,0.262,0.512
"13",13,0,0.542,0.592,0,0.464,0.236,0.546
"14",14,0,0.572,0.61,0,0.474,0.296,0.576
"15",15,0,0.54,0.596,0,0.478,0.236,0.54
"16",16,0,0.552,0.608,0,0.496,0.226,0.55
"17",17,0,0.546,0.612,0,0.472,0.23,0.548
"18",18,0,0.584,0.64,0,0.502,0.25,0.588
"19",19,0,0.572,0.62,0,0.484,0.254,0.572
"20",20,0,0.556,0.616,0,0.496,0.238,0.556
"21",21,0,0.506,0.566,0,0.416,0.214,0.506
"22",22,0,0.556,0.61,0,0.482,0.23,0.558
"23",23,0,0.546,0.612,0,0.478,0.222,0.55
"24",24,0,0.556,0.614,0,0.496,0.248,0.558
"25",25,0,0.544,0.616,0,0.452,0.244,0.544
"26",26,0,0.548,0.608,0,0.474,0.19,0.548
"27",27,0,0.518,0.58,0,0.454,0.208,0.518
"28",28,0,0.52,0.58,0,0.45,0.186,0.518
"29",29,0,0.57,0.636,0,0.514,0.304,0.564
"30",30,0,0.522,0.604,0,0.456,0.236,0.526
"31",31,0,0.54,0.596,0,0.444,0.246,0.54
"32",32,0,0.574,0.662,0,0.492,0.282,0.574
"33",33,0,0.544,0.622,0,0.448,0.246,0.546
"34",34,0,0.528,0.628,0,0.454,0.25,0.534
"35",35,0,0.616,0.676,0,0.53,0.274,0.616
"36",36,0,0.51,0.592,0,0.438,0.218,0.514
"37",37,0,0.598,0.644,0,0.522,0.204,0.602
"38",38,0,0.548,0.586,0,0.454,0.184,0.556
"39",39,0,0.534,0.604,0,0.49,0.32,0.536
"40",40,0,0.506,0.564,0,0.444,0.202,0.504
"41",41,0,0.542,0.606,0,0.482,0.25,0.542
"42",42,0,0.55,0.614,0,0.484,0.27,0.55
"43",43,0,0.522,0.6,0,0.438,0.172,0.522
"44",44,0,0.552,0.582,0,0.482,0.236,0.552
"45",45,0,0.542,0.592,0,0.47,0.22,0.546
"46",46,0,0.56,0.63,0,0.46,0.236,0.56
"47",47,0,0.562,0.648,0,0.466,0.304,0.568
"48",48,0,0.544,0.604,0,0.49,0.3,0.542
"49",49,0,0.53,0.618,0,0.44,0.188,0.53
"50",50,0,0.514,0.57,0,0.436,0.258,0.514
