"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.11576354679803
"2",2,0,0,0,0,0,0,0,0.102094240837696
"3",3,0,0,0,0,0,0,0,0.15158924205379
"4",4,0,0,0,0,0,0,0,0.149397590361446
"5",5,0,0,0,0,0,0,0,0.118518518518519
"6",6,0,0,0,0,0,0,0,0.13151364764268
"7",7,0,0,0,0,0,0,0,0.123152709359606
"8",8,0,0,0,0,0,0,0,0.148058252427184
"9",9,0,0,0,0,0,0,0,0.106329113924051
"10",10,0,0,0,0,0,0,0,0.105911330049261
"11",11,0,0,0,0,0,0,0,0.114355231143552
"12",12,0,0,0,0,0,0,0,0.094147582697201
"13",13,0,0,0,0,0,0,0,0.113924050632911
"14",14,0,0,0,0,0,0,0,0.126829268292683
"15",15,0,0,0,0,0,0,0,0.123393316195373
"16",16,0,0,0,0,0,0,0,0.141119221411192
"17",17,0,0,0,0,0,0,0,0.117647058823529
"18",18,0,0,0,0,0,0,0,0.131840796019901
"19",19,0,0,0,0,0,0,0,0.145631067961165
"20",20,0,0,0,0,0,0,0,0.148717948717949
"21",21,0,0,0,0,0,0,0,0.120098039215686
"22",22,0,0,0,0,0,0,0,0.129496402877698
"23",23,0,0,0,0,0,0,0,0.109004739336493
"24",24,0,0,0,0,0,0,0,0.144230769230769
"25",25,0,0,0,0,0,0,0,0.154929577464789
"26",26,0,0,0,0,0,0,0,0.156565656565657
"27",27,0,0,0,0,0,0,0,0.103015075376884
"28",28,0,0,0,0,0,0,0,0.122194513715711
"29",29,0,0,0,0,0,0,0,0.134146341463415
"30",30,0,0,0,0,0,0,0,0.145882352941176
"31",31,0,0,0,0,0,0,0,0.128463476070529
"32",32,0,0,0,0,0,0,0,0.127358490566038
"33",33,0,0,0,0,0,0,0,0.132867132867133
"34",34,0,0,0,0,0,0,0,0.130982367758186
"35",35,0,0,0,0,0,0,0,0.116455696202532
"36",36,0,0,0,0,0,0,0,0.113300492610837
"37",37,0,0,0,0,0,0,0,0.115384615384615
"38",38,0,0,0,0,0,0,0,0.102902374670185
"39",39,0,0,0,0,0,0,0,0.124069478908189
"40",40,0,0,0,0,0,0,0,0.124087591240876
"41",41,0,0,0,0,0,0,0,0.144893111638955
"42",42,0,0,0,0,0,0,0,0.143552311435523
"43",43,0,0,0,0,0,0,0,0.105398457583548
"44",44,0,0,0,0,0,0,0,0.131578947368421
"45",45,0,0,0,0,0,0,0,0.128395061728395
"46",46,0,0,0,0,0,0,0,0.124694376528117
"47",47,0,0,0,0,0,0,0,0.124378109452736
"48",48,0,0,0,0,0,0,0,0.125319693094629
"49",49,0,0,0,0,0,0,0,0.126288659793814
"50",50,0,0,0,0,0,0,0,0.11219512195122
