"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.214099216710183
"2",2,0,0,0,0,0,0,0,0.191616766467066
"3",3,0,0,0,0,0,0,0,0.209366391184573
"4",4,0,0,0,0,0,0,0,0.18232044198895
"5",5,0,0,0,0,0,0,0,0.162393162393162
"6",6,0,0,0,0,0,0,0,0.166666666666667
"7",7,0,0,0,0,0,0,0,0.142857142857143
"8",8,0,0,0,0,0,0,0,0.276029055690073
"9",9,0,0,0,0,0,0,0,0.173295454545455
"10",10,0,0,0,0,0,0,0,0.20959595959596
"11",11,0,0,0,0,0,0,0,0.223756906077348
"12",12,0,0,0,0,0,0,0,0.151428571428571
"13",13,0,0,0,0,0,0,0,0.155988857938719
"14",14,0,0,0,0,0,0,0,0.193905817174515
"15",15,0,0,0,0,0,0,0,0.171830985915493
"16",16,0,0,0,0,0,0,0,0.178571428571429
"17",17,0,0,0,0,0,0,0,0.181081081081081
"18",18,0,0,0,0,0,0,0,0.237726098191214
"19",19,0,0,0,0,0,0,0,0.184210526315789
"20",20,0,0,0,0,0,0,0,0.178674351585014
"21",21,0,0,0,0,0,0,0,0.194594594594595
"22",22,0,0,0,0,0,0,0,0.160237388724036
"23",23,0,0,0,0,0,0,0,0.172701949860724
"24",24,0,0,0,0,0,0,0,0.230769230769231
"25",25,0,0,0,0,0,0,0,0.194915254237288
"26",26,0,0,0,0,0,0,0,0.186968838526912
"27",27,0,0,0,0,0,0,0,0.206632653061224
"28",28,0,0,0,0,0,0,0,0.183246073298429
"29",29,0,0,0,0,0,0,0,0.221354166666667
"30",30,0,0,0,0,0,0,0,0.194117647058824
"31",31,0,0,0,0,0,0,0,0.168789808917197
"32",32,0,0,0,0,0,0,0,0.215258855585831
"33",33,0,0,0,0,0,0,0,0.198369565217391
"34",34,0,0,0,0,0,0,0,0.142028985507246
"35",35,0,0,0,0,0,0,0,0.15606936416185
"36",36,0,0,0,0,0,0,0,0.17201166180758
"37",37,0,0,0,0,0,0,0,0.190600522193211
"38",38,0,0,0,0,0,0,0,0.22976501305483
"39",39,0,0,0,0,0,0,0,0.136752136752137
"40",40,0,0,0,0,0,0,0,0.18941504178273
"41",41,0,0,0,0,0,0,0,0.181818181818182
"42",42,0,0,0,0,0,0,0,0.126543209876543
"43",43,0,0,0,0,0,0,0,0.181571815718157
"44",44,0,0,0,0,0,0,0,0.207977207977208
"45",45,0,0,0,0,0,0,0,0.213675213675214
"46",46,0,0,0,0,0,0,0,0.196850393700787
"47",47,0,0,0,0,0,0,0,0.148264984227129
"48",48,0,0,0,0,0,0,0,0.201704545454545
"49",49,0,0,0,0,0,0,0,0.16875
"50",50,0,0,0,0,0,0,0,0.190340909090909
