"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.602
"2",2,0,0,0,0,0,0,0,0.54
"3",3,0,0,0,0,0,0,0,0.574
"4",4,0,0,0,0,0,0,0,0.592
"5",5,0,0,0,0,0,0,0,0.588
"6",6,0,0,0,0,0,0,0,0.57
"7",7,0,0,0,0,0,0,0,0.576
"8",8,0,0,0,0,0,0,0,0.598
"9",9,0,0,0,0,0,0,0,0.582
"10",10,0,0,0,0,0,0,0,0.626
"11",11,0,0,0,0,0,0,0,0.562
"12",12,0,0,0,0,0,0,0,0.594
"13",13,0,0,0,0,0,0,0,0.606
"14",14,0,0,0,0,0,0,0,0.582
"15",15,0,0,0,0,0,0,0,0.588
"16",16,0,0,0,0,0,0,0,0.598
"17",17,0,0,0,0,0,0,0,0.606
"18",18,0,0,0,0,0,0,0,0.59
"19",19,0,0,0,0,0,0,0,0.558
"20",20,0,0,0,0,0,0,0,0.57
"21",21,0,0,0,0,0,0,0,0.596
"22",22,0,0,0,0,0,0,0,0.566
"23",23,0,0,0,0,0,0,0,0.594
"24",24,0,0,0,0,0,0,0,0.62
"25",25,0,0,0,0,0,0,0,0.57
"26",26,0,0,0,0,0,0,0,0.574
"27",27,0,0,0,0,0,0,0,0.622
"28",28,0,0,0,0,0,0,0,0.624
"29",29,0,0,0,0,0,0,0,0.598
"30",30,0,0,0,0,0,0,0,0.548
"31",31,0,0,0,0,0,0,0,0.522
"32",32,0,0,0,0,0,0,0,0.576
"33",33,0,0,0,0,0,0,0,0.59
"34",34,0,0,0,0,0,0,0,0.592
"35",35,0,0,0,0,0,0,0,0.584
"36",36,0,0,0,0,0,0,0,0.568
"37",37,0,0,0,0,0,0,0,0.62
"38",38,0,0,0,0,0,0,0,0.59
"39",39,0,0,0,0,0,0,0,0.606
"40",40,0,0,0,0,0,0,0,0.582
"41",41,0,0,0,0,0,0,0,0.594
"42",42,0,0,0,0,0,0,0,0.566
"43",43,0,0,0,0,0,0,0,0.604
"44",44,0,0,0,0,0,0,0,0.556
"45",45,0,0,0,0,0,0,0,0.552
"46",46,0,0,0,0,0,0,0,0.612
"47",47,0,0,0,0,0,0,0,0.54
"48",48,0,0,0,0,0,0,0,0.562
"49",49,0,0,0,0,0,0,0,0.532
"50",50,0,0,0,0,0,0,0,0.57
